_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
1.9971,132.8439381652602,11.847124913274,132.84388329155,11.8471185207,0.8811,0.1049,-12.084,0.109,-1.438,0.092,0,16.21249,0.002961,16.704727,0.014088,15.323589,0.016983,1.381138
2.0032,132.844250962618,11.8472452529757,132.84419755138,11.84723641067,1.05,0.1889,-11.762,0.344,-1.99,0.397,0,17.732815,0.004634,,,,,
2.0121,132.8117365509932,11.8166555870412,132.81168729288,11.81664100562,1.1047,0.0359,-10.848,0.036,-3.281,0.024,0,15.164518,0.002768,15.583834,0.003704,14.576519,0.004269,1.007315
2.0161,132.8127075215692,11.8225380717038,132.81265751759,11.82252610261,1.1363,0.0219,-11.012,0.022,-2.693,0.015,0,13.987426,0.002763,14.296,0.002924,13.515289,0.003841,0.78071
2.0489,132.8109971132226,11.81405390559,132.81094609964,11.81404050691,1.1169,0.0827,-11.235,0.08,-3.015,0.061,0,16.896048,0.002852,17.626347,0.012534,16.062708,0.005409,1.563639
2.0674,132.8426095126889,11.8482086383717,132.84255840104,11.84819556016,1.681,0.3345,-11.255,0.33,-2.943,0.252,0,18.622234,0.005171,19.737873,0.055838,17.353762,0.011291,2.384111
2.0784,132.8278627586123,11.7840877475434,132.82781372723,11.78407546992,1.2086,0.0151,-10.8,0.015,-2.762,0.011,0,12.357132,0.002864,12.771552,0.00382,11.773716,0.004462,0.997836
2.0817,132.8350141892885,11.8469287166707,132.83501418929,11.84692871667,,,,,,,0,20.95206,0.014561,21.441113,0.352727,19.906363,0.16225,1.53475
2.0892,132.8718353578241,11.7900940154469,132.87178875825,11.79007977784,1.5393,0.7901,-10.264,0.818,-3.203,0.658,0,20.34209,0.006225,21.324213,0.210325,19.050377,0.062059,2.273836
2.133,132.8775186615456,11.7965137146156,132.87751866155,11.79651371462,,,,,,,0,16.182285,0.005094,16.106318,0.006561,14.781261,0.004925,1.325056
2.1361,132.8775611873612,11.7964816894496,132.87756118736,11.79648168945,,,,,,,0,15.924916,0.018916,16.114868,0.003799,14.780315,0.004199,1.334553
2.1374,132.8457834822878,11.7782777521428,132.84573321493,11.77826498701,0.9527,0.1834,-11.072,0.181,-2.872,0.129,0,18.315613,0.003103,19.372425,0.034611,17.317163,0.014446,2.055262
2.143,132.8632649381381,11.7824989282466,132.86320964088,11.78248199711,2.4529,1.6475,-12.18,1.417,-3.81,1.071,0,20.434872,0.023613,20.303526,0.120095,19.779701,0.151304,0.523825
2.1635,132.8418799344448,11.7780583943245,132.84182980075,11.7780449166,1.1692,0.018,-11.043,0.018,-3.032,0.013,0,13.048145,0.002767,13.34153,0.002857,12.594254,0.003818,0.747276
2.2,132.8334751870529,11.7793049209538,132.83342339464,11.77929217385,1.4729,0.2181,-11.408,0.311,-2.868,0.321,0,18.405497,0.004752,18.446009,0.093747,16.981272,0.037277,1.464737
2.2064,132.8766831756715,11.83495944207,132.8766344163,11.8349467999,1.1885,0.0361,-10.738,0.037,-2.844,0.027,0,15.435865,0.002775,16.013617,0.003525,14.715879,0.004037,1.297738
2.252,132.8338489622857,11.7782643040061,132.83379978559,11.77825273949,1.17,0.0217,-10.832,0.023,-2.602,0.018,0,12.624251,0.002764,12.91075,0.002851,12.181686,0.003802,0.729064
2.2565,132.8707959474984,11.8425353699267,132.87074596745,11.84252187991,1.1787,0.0173,-11.006,0.018,-3.035,0.012,0,10.236862,0.002761,10.792387,0.002815,9.534445,0.003784,1.257942
2.2616,132.8802700907046,11.8308705575885,132.88022053254,11.83085699961,1.1201,0.0558,-10.914,0.056,-3.051,0.04,0,16.10769,0.002798,16.82699,0.006107,15.291208,0.004303,1.535782
2.2677,132.8143601702176,11.7920764424354,132.81430795998,11.79206576697,1.0662,0.0233,-11.499,0.024,-2.402,0.018,0,12.545177,0.002767,12.800984,0.002864,12.138132,0.003802,0.662852
2.285,132.8745099297114,11.8396949205295,132.8744590558,11.83968196072,1.0648,0.0262,-11.203,0.03,-2.916,0.02,0,14.182933,0.002762,14.57405,0.003021,13.629107,0.003849,0.944943
2.2903,132.8222789012829,11.7835178370157,132.82222908538,11.78350520621,1.1947,0.0223,-10.972,0.022,-2.842,0.017,0,12.937614,0.002763,13.223788,0.002837,12.495012,0.003805,0.728776
2.293,132.8746076076168,11.788019619279,132.87455586768,11.78800495749,1.1672,0.0223,-11.396,0.021,-3.299,0.015,0,9.234212,0.002764,9.923115,0.002848,8.435984,0.003793,1.487131
2.3117,132.8334900481346,11.8504721803988,132.83344173461,11.85045922101,1.112,0.0232,-10.639,0.023,-2.916,0.018,0,14.146556,0.002764,14.479649,0.002964,13.653684,0.003851,0.825965
2.3153,132.8238998818508,11.7818693888823,132.8238507419,11.78185656716,1.1965,0.045,-10.824,0.044,-2.885,0.032,0,15.443939,0.002782,16.012295,0.003554,14.718127,0.003949,1.294167
2.3208,132.8180402520228,11.7865091783729,132.81797478342,11.78645685571,2.3345,0.4889,-14.42,0.475,-11.773,0.357,0,19.773441,0.004656,20.707052,0.152585,18.578386,0.031141,2.128666
2.3264,132.8169930490329,11.7873799195963,132.81694052496,11.78736659384,1.5888,0.2543,-11.569,0.256,-2.998,0.191,0,18.892122,0.003549,20.342783,0.076102,17.722363,0.013995,2.62042
2.3442,132.8139337041677,11.8373215507574,132.81388445517,11.83730998582,1.118,0.0153,-10.845,0.015,-2.602,0.012,0,12.653306,0.002764,12.94124,0.002845,12.207978,0.003795,0.733262
2.3451,132.885810888763,11.8144732449244,132.88576013499,11.81445941821,1.1226,0.0226,-11.178,0.024,-3.111,0.017,0,11.031843,0.002775,11.129699,0.002811,10.845269,0.003793,0.28443
2.3463,132.8849624559875,11.8060779348053,132.88497063123,11.80603804531,0.2226,0.1527,1.801,0.154,-8.975,0.107,0,18.04454,0.003017,18.097515,0.035598,17.429968,0.027971,0.667547
