_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
5.5782,88.0966357244698,32.4540058977998,88.09664283497,32.4539835778,0.0055,0.5639,1.35,0.728,-5.022,0.446,0,20.108322,0.005755,21.107338,0.187922,19.293533,0.069522,1.813805
5.58,87.9946834713485,32.6095558494318,87.9946938865,32.60953010721,0.6889,0.0152,1.974,0.017,-5.792,0.011,0,13.342441,0.002782,13.587198,0.002907,12.944425,0.003894,0.642774
5.5852,88.1845513224173,32.542833325594,88.18456207779,32.54280900115,0.7715,0.1342,2.04,0.143,-5.473,0.098,0,17.987484,0.00305,18.972006,0.019873,17.051138,0.009641,1.920868
5.5864,87.971760329692,32.5799702111718,87.9717701032,32.57994526895,1.2402,0.4331,1.853,0.485,-5.612,0.293,0,19.710661,0.005252,20.862221,0.119604,18.669809,0.027595,2.192411
5.59,88.1835883230768,32.5581232590751,88.18359867425,32.55809822352,0.6682,0.0287,1.963,0.034,-5.633,0.023,0,15.133643,0.002779,15.531525,0.003332,14.558888,0.003988,0.972636
5.5907,88.0719497476709,32.6381563072748,88.07196326425,32.63816063172,0.0956,1.9432,2.561,2.149,0.973,1.341,0,20.471308,0.011216,21.40765,0.167785,19.41123,0.051756,1.99642
5.5908,87.97355860386,32.50644252746,87.97355860386,32.50644252746,,,,,,,0,20.932127,0.021179,20.874426,0.127566,20.0201,0.154158,0.854326
5.5966,87.9703550600805,32.5773267021188,87.97035033961,32.57732029323,0.3885,0.2404,-0.895,0.249,-1.442,0.154,0,18.813311,0.003493,19.503033,0.045215,18.141548,0.022466,1.361485
5.5971,88.0646809633077,32.4520831414021,88.06468577201,32.45205891918,2.1932,0.9538,0.913,1.288,-5.45,0.718,0,20.56222,0.009016,21.442495,0.104043,19.421656,0.085424,2.02084
5.5985,88.1822332788678,32.5652193665485,88.18224324589,32.56520519766,0.4009,0.2735,1.89,0.308,-3.188,0.214,0,19.096169,0.003879,19.649796,0.064163,18.406988,0.036761,1.242807
5.6011,88.1849106708529,32.5450010897333,88.18490737035,32.5449947164,0.1461,0.1835,-0.626,0.196,-1.434,0.133,0,18.510828,0.003365,19.099539,0.039233,17.775301,0.017657,1.324238
5.6023,88.1146640636622,32.6319403794088,88.11466847564,32.63191245052,1.046,1.8318,0.836,1.718,-6.284,0.936,0,20.713835,0.010766,20.629425,0.370155,19.741575,0.092064,0.88785
5.6027,88.1817987794786,32.5671119546199,88.18180310916,32.56710679462,-0.0706,0.2161,0.821,0.229,-1.161,0.148,0,18.536297,0.003426,19.044926,0.030156,17.854559,0.021503,1.190367
5.6035,88.0365764218982,32.4571521496735,88.03659211295,32.45714842523,0.2901,0.1544,2.979,0.186,-0.838,0.113,0,18.359507,0.003188,18.934046,0.031628,17.666773,0.016011,1.267273
5.6041,88.136458610845,32.4677828335232,88.13645227363,32.46776850019,1.3442,0.1044,-1.203,0.126,-3.225,0.081,0,17.597326,0.003021,18.815481,0.02922,16.49369,0.00656,2.321791
5.6061,87.9772318321261,32.5903523875855,87.9772354297,32.59035215203,0.0255,0.2436,0.682,0.276,-0.053,0.169,0,18.990957,0.003854,19.64716,0.038659,18.292717,0.023903,1.354443
5.6064,88.1844588284184,32.5357819162376,88.18446483303,32.53577085846,-0.3135,0.6899,1.139,0.828,-2.488,0.518,0,20.273252,0.006348,20.80459,0.178132,19.494286,0.077066,1.310305
5.61,88.1184429521932,32.4593070835065,88.11844961012,32.45928325684,0.2254,0.4633,1.264,0.493,-5.361,0.329,0,19.613438,0.00485,20.789104,0.12076,18.587051,0.025209,2.202053
5.6112,88.02131707238,32.46278427067,88.02131707238,32.46278427067,,,,,,,0,20.977764,0.020106,,,,,
5.6112,88.0038089828831,32.4727288796918,88.00381945593,32.47270389747,0.6402,0.0331,1.988,0.042,-5.621,0.024,0,15.336093,0.002785,15.753177,0.003533,14.744851,0.00408,1.008326
5.6135,88.0323097474092,32.6316529294578,88.03231087151,32.63165631168,1.6729,0.9065,0.213,0.725,0.761,0.547,0,19.87467,0.005789,20.78854,0.159761,18.660839,0.045204,2.127701
5.6153,88.06132843131,32.45204059546,88.06132843131,32.45204059546,,,,,,,0,20.940735,0.020138,22.110493,0.408921,19.725649,0.088215,2.384844
5.6154,88.1751187259468,32.583993977854,88.17512987658,32.58397017341,0.261,0.0961,2.114,0.1,-5.356,0.067,0,17.231943,0.002899,17.780706,0.015071,16.513079,0.005167,1.267628
5.617,88.1839513019744,32.5310091896284,88.18396225625,32.53098466074,0.6437,0.0177,2.078,0.019,-5.519,0.013,0,12.584365,0.002771,12.755064,0.002842,12.293479,0.00383,0.461585
5.6176,88.1698560111971,32.4975113297633,88.16985395079,32.49750051643,0.5459,0.3145,-0.391,0.357,-2.433,0.234,0,19.148596,0.004449,19.904308,0.152385,18.330593,0.043389,1.573715
5.6177,88.0944263544609,32.6370610655332,88.09443193836,32.6370578922,0.0862,0.2686,1.058,0.285,-0.714,0.172,0,18.851852,0.003496,19.36923,0.045108,18.194107,0.021267,1.175123
5.6184,88.0519154384548,32.4532653270788,88.05191090884,32.45326087819,0.6584,0.5552,-0.86,0.645,-1.001,0.42,0,19.993616,0.005474,21.10305,0.145386,18.844213,0.031821,2.258837
5.6189,88.1850861079072,32.5502682356544,88.18508892879,32.55025063121,1.5794,0.0348,0.535,0.039,-3.961,0.027,0,15.50816,0.002785,16.1084,0.003971,14.770907,0.004124,1.337493
5.6194,88.0880742535561,32.4520879471834,88.08805823157,32.45207978274,1.4198,0.8679,-3.042,1.285,-1.837,0.769,0,20.307453,0.007857,21.081306,0.216596,19.419662,0.103199,1.661644
5.6194,88.1801355541144,32.573192057331,88.18013960984,32.57317834622,0.5103,0.4118,0.769,0.435,-3.085,0.3,0,19.713673,0.004752,20.475397,0.157816,18.930962,0.049199,1.544436
5.621,88.1852558182548,32.5476903644055,88.18525831216,32.54768424885,0.2708,0.1493,0.473,0.165,-1.376,0.113,0,18.150265,0.003319,18.670248,0.025906,17.177597,0.025903,1.492651
5.6222,88.1852846513945,32.5472177830873,88.18529533875,32.54719028531,0.0023,0.2312,2.027,0.242,-6.187,0.167,0,18.78204,0.00352,,,,,
5.6241,88.0007584527827,32.4746211274877,88.000763858,32.47461142971,0.26,0.2447,1.026,0.304,-2.182,0.175,0,18.773682,0.003629,19.390091,0.027078,18.027241,0.016669,1.36285
5.6242,88.09879474845,32.6364118728,88.09879474845,32.6364118728,,,,,,,0,20.60582,0.0105,21.407825,0.160096,19.511103,0.067916,1.896723
5.6246,88.1190206314707,32.630821236103,88.11901200289,32.63079066277,0.9901,0.0534,-1.635,0.059,-6.879,0.041,0,16.071144,0.002801,16.588512,0.004695,15.379772,0.004388,1.20874
5.6265,88.01664599704,32.4647448743852,88.01665540509,32.46474187883,-2.1846,0.9058,1.786,1.613,-0.674,0.778,0,20.570444,0.009207,20.986837,0.139302,19.76293,0.087392,1.223907
5.6277,88.170283509909,32.5922765955894,88.17030399331,32.59225880448,0.5117,0.0382,3.883,0.044,-4.003,0.03,0,15.815477,0.002785,16.246525,0.003744,15.211951,0.004499,1.034574
5.6296,88.08741162691,32.63816059695,88.08741162691,32.63816059695,,,,,,,0,21.022163,0.023481,21.848692,0.404174,19.663918,0.248202,2.184774
5.6311,87.9791535954726,32.4960985407508,87.97917282388,32.49608879853,0.9879,0.1641,3.649,0.195,-2.192,0.116,0,18.37307,0.003368,19.041176,0.060405,17.280567,0.029563,1.760609
5.6319,88.17720643537,32.50946158199,88.17720643537,32.50946158199,,,,,,,0,20.817299,0.018339,,,,,
5.6342,88.1402198947116,32.6205992691602,88.14025278511,32.62061114472,1.0797,0.0697,6.233,0.076,2.672,0.052,0,16.849239,0.002857,17.654573,0.011369,15.961068,0.005407,1.693505
5.6345,88.00784142632,32.46956650374,88.00784142632,32.46956650374,,,,,,,0,21.104952,0.024119,21.336374,0.345284,20.90946,0.30039,0.426914
5.6365,88.16676471894,32.59730377024,88.16676471894,32.59730377024,,,,,,,0,20.705097,0.012885,20.933178,0.130101,19.919502,0.111762,1.013676
5.638,88.1761053919328,32.5831108085845,88.17608937822,32.58309313303,1.6056,0.0812,-3.036,0.086,-3.977,0.057,0,16.914808,0.002844,17.803244,0.009353,15.99086,0.005346,1.812384
5.6385,87.9666129769205,32.5697917746954,87.96661843533,32.56978413914,0.2423,0.0572,1.035,0.062,-1.718,0.04,0,16.365433,0.002819,16.82015,0.005126,15.740124,0.004579,1.080027
5.6387,88.1733852086175,32.5879116182977,88.1733811997,32.58790052052,0.3868,0.7193,-0.76,0.633,-2.497,0.43,0,20.113577,0.006126,20.853123,0.160181,19.400291,0.077503,1.452831
5.6448,88.185244998113,32.5359848573904,88.18525797211,32.53603166628,-4.1639,2.1735,2.461,2.277,10.532,1.501,0,20.545694,0.017242,21.138569,0.16908,19.371483,0.073592,1.767086
5.6455,88.1034712284149,32.4542246062821,88.10347587922,32.45421422406,0.403,0.12,0.883,0.145,-2.336,0.096,0,17.89999,0.003035,18.442919,0.027912,17.230783,0.010994,1.212135
5.6456,88.0214498323523,32.4620734981933,88.02145290331,32.46207180486,0.2716,0.0838,0.583,0.105,-0.381,0.065,0,17.354773,0.002891,17.896847,0.009333,16.661163,0.005435,1.235683
5.6472,88.1757808766747,32.5060375470544,88.17577740369,32.50602998261,-0.1129,0.4681,-0.659,0.504,-1.702,0.338,0,19.729931,0.004773,20.472231,0.103062,19.202427,0.035442,1.269804
5.6474,87.9692237239172,32.512955374743,87.9692146903,32.51291744141,0.7019,0.1588,-1.714,0.183,-8.535,0.11,0,18.311325,0.003252,19.269915,0.034232,17.32379,0.010965,1.946125
5.6489,87.9633995438785,32.5329277284251,87.96341028225,32.53292249287,0.359,0.236,2.037,0.253,-1.178,0.156,0,18.870359,0.003488,19.174147,0.064086,18.042311,0.029353,1.131836
5.6496,88.1858783518156,32.5443325903169,88.18586328877,32.54432065254,2.6425,0.6544,-2.857,0.694,-2.686,0.478,0,20.134399,0.006179,21.430077,0.21588,18.881498,0.027617,2.548578
5.6496,88.0286369365576,32.4590469330397,88.02864555918,32.45902177304,0.6987,0.0199,1.637,0.024,-5.661,0.015,0,14.321849,0.002804,14.641206,0.003899,13.829688,0.004038,0.811518
5.6503,88.1814352451202,32.5187672408289,88.18143549812,32.51874479194,0.0746,0.5776,0.048,0.6,-5.051,0.404,0,20.004982,0.005398,20.993942,0.123683,19.022833,0.040619,1.971109
5.6521,88.1778238214164,32.50982248906,88.1778072832,32.50981093795,1.2335,0.5723,-3.138,0.616,-2.599,0.41,0,20.056503,0.005591,21.349476,0.173182,18.83581,0.032491,2.513666
5.6542,88.1856685976309,32.5384344427583,88.18568084972,32.53841035387,1.3519,0.3614,2.324,0.478,-5.42,0.267,0,19.383762,0.004537,20.661438,0.102003,18.38912,0.032538,2.272318
5.656,88.1853496992882,32.5551260142133,88.18535233577,32.55512328088,-0.0396,0.3186,0.5,0.347,-0.615,0.231,0,19.32485,0.004222,19.96295,0.057297,18.659519,0.034213,1.303431
5.6568,87.9624176132038,32.5408692036234,87.9624339937,32.54087419918,0.3534,0.1102,3.107,0.122,1.124,0.078,0,17.730381,0.002997,18.278379,0.023547,17.04073,0.008764,1.23765
5.6575,87.96266383843,32.53756547065,87.96266383843,32.53756547065,,,,,,,0,20.863316,0.02084,21.182234,0.212794,19.481941,0.204925,1.700293
5.6633,88.1745748435141,32.5032872701075,88.17458319634,32.50327993233,0.2726,0.0938,1.585,0.107,-1.651,0.073,0,17.324924,0.0029,17.815905,0.01805,16.68552,0.008131,1.130384
5.6646,87.9816085737906,32.491878447002,87.98161563459,32.49186990478,0.236,0.2093,1.34,0.27,-1.922,0.146,0,18.643087,0.003383,19.208122,0.043032,17.861164,0.025837,1.346958
5.6647,88.0891790436608,32.6385796355113,88.08919401172,32.63855857329,1.6256,0.6836,2.836,0.82,-4.739,0.511,0,20.235628,0.006744,21.025896,0.15608,19.39637,0.060824,1.629526
5.6671,88.1769373520316,32.5074140802344,88.176938912,32.50741671579,0.8015,0.4496,0.296,0.497,0.593,0.328,0,19.7286,0.004951,20.773146,0.115587,19.067163,0.044167,1.705982
5.6683,88.0632914670623,32.6390345628711,88.06329225347,32.63902657176,0.0595,0.5093,0.149,0.509,-1.798,0.332,0,19.771017,0.005026,20.464993,0.073649,19.128399,0.042019,1.336594
5.6701,88.136224317112,32.6237195656978,88.13622444376,32.62371606792,-0.1646,0.3367,0.024,0.335,-0.787,0.22,0,19.089214,0.005839,18.531813,0.116682,17.733225,0.067304,0.798588
5.6702,88.186164215275,32.5490355540928,88.18617567792,32.54902214076,0.3125,0.7429,2.174,0.946,-3.018,0.693,0,20.158957,0.006968,21.385864,0.165256,18.958199,0.040922,2.427666
5.6706,88.1797224521792,32.5769676652498,88.17969251555,32.57696777192,0.9619,1.0093,-5.676,1.264,0.024,0.757,0,20.128548,0.006959,20.672445,0.104361,18.997831,0.054312,1.674614
5.6729,87.96765848134,32.51540905132,87.96765848134,32.51540905132,,,,,,,0,21.057718,0.02761,21.855392,0.778473,19.82308,0.24242,2.032312
5.6764,88.04770995156,32.63694385283,88.04770995156,32.63694385283,,,,,,,0,21.030935,0.026331,18.914135,2.038096,20.240677,0.325179,-1.326542
5.6797,88.1205208674798,32.6312507771763,88.12053038799,32.63122543051,0.641,0.0239,1.804,0.029,-5.703,0.019,0,14.49644,0.002774,14.851298,0.003037,13.968222,0.003902,0.883077
5.6798,88.1373815708727,32.6232755907997,88.13739101138,32.6232513108,0.6596,0.0199,1.789,0.022,-5.463,0.015,0,12.811148,0.00279,13.01431,0.002885,12.474831,0.00394,0.539479
5.6801,88.0792452680874,32.6395831375222,88.0792490207,32.6395708753,0.2827,0.2451,0.711,0.252,-2.759,0.167,0,18.895945,0.003686,19.637291,0.051244,18.017923,0.016818,1.619368
5.6816,87.978295086958,32.4956983566107,87.97830474064,32.4956726855,0.7159,0.0286,1.832,0.035,-5.776,0.021,0,14.867748,0.002773,15.234574,0.003432,14.327135,0.003961,0.907439
5.6828,87.9646600306603,32.5239447350584,87.96464011632,32.52392029506,1.5934,0.4318,-3.778,0.449,-5.499,0.276,0,19.337906,0.004931,20.678381,0.122144,18.072512,0.01965,2.605869
5.6873,88.1368086108027,32.4663325472683,88.13682090575,32.46630589838,1.251,1.3653,2.334,1.619,-5.996,0.884,0,20.542498,0.00915,21.196865,0.231257,19.329014,0.073644,1.867851
5.6886,88.1610868481299,32.4848957504451,88.16109710657,32.48487087489,0.6589,0.0197,1.947,0.023,-5.597,0.015,0,14.065939,0.002777,14.364891,0.002954,13.611861,0.003848,0.75303
5.6889,88.0670514743993,32.45038877793,88.06704939927,32.45037477793,0.7442,0.8341,-0.394,1.108,-3.15,0.672,0,20.536554,0.008014,21.078968,0.180898,19.739136,0.096827,1.339832
5.6926,88.02986863719,32.6322352303078,88.02986859497,32.63222665253,0.213,0.0282,-0.008,0.029,-1.93,0.02,0,14.712789,0.002773,15.043137,0.003024,14.207977,0.003903,0.835159
5.6948,88.0259917480649,32.6308029706367,88.02599028622,32.63079554397,-0.173,0.1487,-0.277,0.165,-1.671,0.103,0,18.05102,0.003048,18.619017,0.01489,17.38282,0.011653,1.236197
5.6996,88.0016530643292,32.6177520250922,88.0016696119,32.61774697176,0.9509,0.2514,3.136,0.277,-1.137,0.182,0,19.04921,0.003756,19.812,0.050379,18.334583,0.018184,1.477417
5.7005,87.9743236021999,32.5009898415632,87.97431914396,32.50096966823,0.285,1.1664,-0.846,1.306,-4.539,0.803,0,20.528181,0.008556,21.659084,0.199217,19.304459,0.125853,2.354626
5.7012,88.021637199443,32.4609599951071,88.02164989925,32.46093409733,-1.0073,1.1445,2.411,1.44,-5.827,0.872,0,20.249743,0.015485,20.60121,0.095654,19.36355,0.071564,1.237659
5.7018,87.9780602265506,32.5947367665554,87.9780669631,32.594717051,0.7965,0.7749,1.277,1.091,-4.436,0.592,0,20.41474,0.007465,21.306278,0.225548,19.301598,0.06341,2.004681
5.7027,88.1824705925,32.51861877713,88.1824705925,32.51861877713,,,,,,,0,20.980377,0.026107,21.409599,0.27391,20.239046,0.205755,1.170553
5.7035,87.9883911871771,32.4833354671352,87.98840051287,32.48331031158,-0.6738,0.5161,1.77,0.769,-5.66,0.415,0,20.06926,0.005924,21.215153,0.176887,18.973347,0.04481,2.241806
5.7074,87.9920681137204,32.6103059895046,87.99208352553,32.61030147395,0.3308,0.412,2.921,0.472,-1.016,0.296,0,19.665201,0.004789,20.403223,0.101933,18.93722,0.051183,1.466003
5.7116,88.1307500532985,32.6274222814015,88.13073688136,32.62740061918,1.057,0.2855,-2.496,0.304,-4.874,0.195,0,18.930344,0.003634,20.125101,0.054234,17.993328,0.016318,2.131773
5.7117,88.1401094317666,32.4677706971574,88.14011953022,32.46774499938,0.6572,0.062,1.917,0.075,-5.782,0.049,0,16.620501,0.002877,17.153593,0.008832,15.919615,0.006411,1.233978
5.7118,88.1813140550245,32.5751260314156,88.18131396009,32.57511827586,0.0583,0.0667,-0.018,0.08,-1.745,0.053,0,16.823992,0.002922,17.269211,0.008191,16.205263,0.005323,1.063948
5.7153,87.9629629498926,32.5619973682032,87.96296874005,32.56199151487,-0.06,0.2641,1.098,0.289,-1.317,0.177,0,19.01195,0.003667,19.557945,0.048003,18.325739,0.024956,1.232206
5.7159,87.9658250931672,32.5179281017354,87.96583058532,32.51792658618,0.2789,0.517,1.042,0.611,-0.341,0.377,0,20.094208,0.005957,20.738792,0.101287,19.552921,0.070603,1.185871
5.7199,88.0682913648657,32.4497981495143,88.06829647892,32.44979710507,0.1465,0.1097,0.971,0.132,-0.235,0.087,0,17.712002,0.002962,18.271687,0.015729,17.01841,0.009892,1.253277
5.7216,87.9656087300062,32.5719826479023,87.96564205085,32.57196310124,1.113,0.0343,6.318,0.037,-4.398,0.024,0,15.104938,0.002773,15.547783,0.003324,14.48418,0.003944,1.063602
5.7216,87.9943755180575,32.6126331541498,87.99436886986,32.61261803415,0.2044,0.3588,-1.26,0.379,-3.402,0.246,0,19.541639,0.00458,20.454782,0.099078,18.875671,0.035906,1.579111
5.7225,88.0226356706405,32.6299153436663,88.02264582957,32.629924077,0.2857,1.1692,1.925,1.151,1.965,0.789,0,20.426384,0.008545,21.300961,0.177513,19.274801,0.0537,2.026159
5.7245,88.0640435562425,32.4499980570473,88.06405428472,32.44997395927,0.611,0.0996,2.037,0.119,-5.422,0.077,0,17.615538,0.003008,18.309467,0.012443,16.816433,0.008743,1.493034
5.7259,87.9614944073463,32.5544006487332,87.96150049757,32.5543877954,0.4975,0.0248,1.155,0.028,-2.892,0.018,0,14.045722,0.002792,14.380855,0.004139,13.435571,0.005567,0.945284
5.7278,88.1057627851607,32.6366992474263,88.10577214264,32.63667414076,0.7118,0.0854,1.773,0.086,-5.649,0.06,0,16.998249,0.002877,17.559517,0.008546,16.28327,0.005251,1.276247
5.7305,88.1290820301756,32.4614811845198,88.12908829847,32.46147466452,0.1157,0.0815,1.19,0.103,-1.467,0.066,0,17.113199,0.002859,17.725225,0.011267,16.370886,0.005671,1.35434
5.7309,88.1108756480408,32.6353748377177,88.1108793477,32.63536829994,0.2758,0.3627,0.701,0.346,-1.471,0.225,0,19.057129,0.003763,19.61307,0.042907,18.295321,0.023365,1.317749
5.7322,87.9620352129802,32.5311420020396,87.9620455505,32.53111676204,0.6191,0.0186,1.961,0.021,-5.679,0.013,0,12.629335,0.002773,12.802477,0.002903,12.319882,0.004061,0.482594
5.7322,88.156466604506,32.4793787471729,88.15647717316,32.47935365384,0.6888,0.0191,2.006,0.022,-5.646,0.014,0,12.13085,0.002775,12.304373,0.00286,11.827538,0.003813,0.476835
5.7331,87.9647866346704,32.5199702641963,87.96479670736,32.51994471753,0.7237,0.0375,1.911,0.043,-5.748,0.027,0,15.616572,0.002788,16.043137,0.0041,15.011828,0.004084,1.031308
5.7334,87.9610756658015,32.5384011411063,87.96108569311,32.53837535444,0.7119,0.0206,1.902,0.023,-5.802,0.014,0,14.121511,0.002768,14.441815,0.003073,13.631424,0.003878,0.810391
5.7362,88.0277574287509,32.4577968683565,88.02776361778,32.45777428169,0.4905,0.5079,1.175,0.674,-5.082,0.373,0,19.979122,0.005575,20.233875,0.078182,19.157894,0.050991,1.075981
5.7364,88.165979838042,32.4889129138955,88.1659807654,32.48890507834,0.3515,0.0445,0.176,0.053,-1.763,0.034,0,15.997683,0.002833,16.383377,0.005837,15.444089,0.006232,0.939288
5.7396,88.0978266382164,32.4514512142266,88.09782275652,32.45144298756,0.1498,0.0427,-0.737,0.052,-1.851,0.032,0,15.822378,0.002793,16.660873,0.005954,14.92475,0.004047,1.736123
5.74,88.18362025683,32.51976798733,88.18362025683,32.51976798733,,,,,,,0,20.691015,0.011713,21.351002,0.215664,19.597824,0.097463,1.753178
5.74,88.179300989516,32.5810735977822,88.17930120577,32.58106941556,1.0312,0.6755,0.041,0.574,-0.941,0.386,0,19.836849,0.005599,20.576317,0.088438,19.174757,0.064603,1.40156
5.7401,87.9738761843433,32.5898618880685,87.97388609608,32.58983563918,0.6058,0.0495,1.879,0.056,-5.906,0.035,0,16.187584,0.002812,16.680511,0.00493,15.536166,0.004798,1.144345
5.7403,88.03992475358,32.63621848844,88.03992475358,32.63621848844,,,,,,,0,20.712286,0.011373,21.170212,0.269876,19.422054,0.15841,1.748158
5.7407,88.1820806032438,32.5153990495895,88.18206880757,32.51536768959,-3.0648,2.1163,-2.238,1.713,-7.056,1.43,0,20.489536,0.008435,21.254683,0.187032,19.700665,0.095399,1.554018
5.7408,87.9612239533799,32.5542654268615,87.96118769683,32.5542352402,1.1207,0.1164,-6.876,0.354,-6.792,0.299,0,16.980186,0.004672,,,,,
5.7455,87.9956039489359,32.6142148958932,87.99561053921,32.61419432256,-0.7735,1.1614,1.249,1.502,-4.629,0.906,0,20.550316,0.008916,21.818096,0.174672,19.190311,0.091353,2.627785
5.7474,87.9605550571407,32.5430013335633,87.96055793579,32.54299672023,0.1473,0.044,0.546,0.048,-1.038,0.031,0,15.941467,0.007278,16.349388,0.024064,15.362705,0.017676,0.986683
5.7475,87.9605242032865,32.5447102644964,87.96053225944,32.54468727783,0.2738,0.5658,1.528,0.624,-5.172,0.391,0,20.016262,0.006238,21.420767,0.133551,18.939798,0.033464,2.480968
5.7476,88.1521228211338,32.6147407419652,88.1521328306,32.61471598641,0.7269,0.0844,1.897,0.089,-5.57,0.061,0,17.11371,0.002939,17.751413,0.010232,16.360615,0.006722,1.390799
5.7489,88.1127645438609,32.4548926649711,88.11276141521,32.45488347386,0.6533,0.8187,-0.594,1.201,-2.068,0.743,0,20.318068,0.006781,20.656904,0.111279,19.58493,0.077497,1.071974
5.749,87.9663235318717,32.5753470505863,87.9663326878,32.57534318392,0.6,0.3386,1.736,0.364,-0.87,0.218,0,19.115646,0.003951,19.45908,0.054065,18.289642,0.025781,1.169437
5.753,88.0900318733714,32.6399635260056,88.09003128224,32.63994753045,0.7643,0.3302,-0.112,0.324,-3.599,0.21,0,19.236778,0.00394,20.313038,0.098149,18.380066,0.019309,1.932972
5.7534,88.1064504009317,32.4530625454321,88.10645677398,32.45305844321,0.6946,0.9827,1.21,1.37,-0.923,0.791,0,20.446211,0.007314,20.666063,0.226483,19.639614,0.090741,1.026449
5.7551,88.1079519017262,32.4534388799475,88.10796070289,32.45341454217,0.7623,0.1372,1.671,0.164,-5.476,0.104,0,18.03113,0.003096,18.861176,0.025078,17.204399,0.011511,1.656776
5.7554,88.1744902439435,32.4998128756518,88.17450077811,32.49978761343,0.7051,0.0194,1.999,0.023,-5.684,0.016,0,12.420551,0.00277,12.575028,0.002856,12.150834,0.00381,0.424194
5.7557,88.0041276592511,32.4694108827207,88.00406866888,32.46945075829,5.1169,0.5866,-11.198,0.745,8.972,0.416,0,16.597231,0.012228,16.702145,0.004068,15.757876,0.004975,0.944268
5.7586,88.01969905174,32.62929336981,88.01969905174,32.62929336981,,,,,,,0,20.766237,0.016873,21.173529,0.366372,19.677992,0.095093,1.495537
5.7594,88.1284141119685,32.46061933222,88.12841695111,32.46061609222,0.4536,0.376,0.539,0.469,-0.729,0.3,0,19.551544,0.004541,20.252493,0.083257,18.733063,0.046344,1.51943
5.7636,88.070629042769,32.4490073347767,88.0706311284,32.44898614811,1.5532,0.634,0.396,0.843,-4.767,0.569,0,20.27228,0.006851,21.118231,0.182805,19.21615,0.046305,1.902081
5.7692,88.1881883347737,32.5476111880944,88.1881916301,32.54760486365,1.1438,0.681,0.625,0.839,-1.423,0.547,0,20.350748,0.006867,20.704565,0.154496,19.859495,0.095913,0.84507
5.7697,87.9910868945075,32.4791280392522,87.99113987988,32.47908438593,1.9914,0.224,10.057,0.282,-9.822,0.154,0,18.564091,0.003629,20.422773,0.088337,17.2754,0.01173,3.147373
5.7702,87.9959984194171,32.4749645837153,87.99600644825,32.47496914816,-0.043,0.1329,1.524,0.173,1.027,0.095,0,17.99341,0.003089,18.491465,0.022582,17.324396,0.009631,1.167068
5.7706,88.1882510429968,32.5462077862178,88.18825163351,32.54620776844,0.4367,0.2237,0.112,0.247,-0.004,0.17,0,18.910419,0.003476,19.497004,0.069805,18.223986,0.016994,1.273018
5.7732,88.1265847398316,32.6304987398766,88.12658760546,32.63048295321,0.3907,0.2517,0.543,0.286,-3.552,0.186,0,18.921944,0.003624,19.570637,0.041797,18.19268,0.023367,1.377956
5.7734,87.9757211127382,32.4963396538065,87.9757151213,32.49634126714,0.8141,0.4964,-1.137,0.659,0.363,0.377,0,20.045744,0.005675,20.757092,0.261096,19.252262,0.087001,1.504829
5.7736,88.1873839447886,32.532860131544,88.18739400838,32.5328328871,0.6565,0.0373,1.909,0.041,-6.13,0.028,0,14.87132,0.002778,15.25199,0.003308,14.305703,0.004067,0.946287
5.7745,88.1739802392071,32.4983564653341,88.17398995641,32.49833206089,0.6951,0.0195,1.844,0.024,-5.491,0.016,0,12.713438,0.00278,12.887259,0.003012,12.407278,0.003842,0.479981
5.7745,87.974332478204,32.4983535927927,87.97434501466,32.49832905946,0.9968,0.2452,2.379,0.333,-5.52,0.19,0,18.980751,0.003912,20.071714,0.056214,18.053947,0.017698,2.017767
5.7751,87.9615534399313,32.5609826827122,87.96155507993,32.56095578049,-3.2029,1.4246,0.311,1.607,-6.053,1.021,0,20.625334,0.015003,21.107382,0.175305,19.55312,0.109752,1.554262
5.7755,88.0299992194673,32.6337856208195,88.03001029186,32.63377714082,-0.2911,0.8371,2.098,0.719,-1.908,0.504,0,20.113724,0.006555,20.778519,0.106919,19.522432,0.075278,1.256086
5.7763,88.162998947864,32.484545536793,88.16300855293,32.48453672346,0.118,0.3568,1.823,0.404,-1.983,0.265,0,19.527771,0.004401,20.077272,0.105753,18.739702,0.041786,1.33757
5.7766,88.0710110065927,32.6412537236155,88.07100878454,32.64123960806,-0.0518,0.6881,-0.421,0.792,-3.176,0.482,0,20.218517,0.006516,21.233881,0.159449,19.298336,0.045468,1.935545
5.7768,87.9670470183123,32.5116375897921,87.96705160357,32.51162956757,0.1487,0.0692,0.87,0.078,-1.805,0.048,0,16.821672,0.002849,17.201006,0.007016,16.269335,0.005543,0.931671
5.7802,88.1546014558836,32.4766237936073,88.15461251944,32.47660005583,0.5277,0.7484,2.1,0.808,-5.341,0.555,0,20.283846,0.006692,21.086683,0.241105,19.174328,0.059751,1.912355
5.7817,88.0537447870871,32.6398401905286,88.05375359071,32.63981522164,0.6573,0.0305,1.668,0.031,-5.618,0.02,0,14.75831,0.002769,15.181894,0.003456,14.157496,0.00393,1.024398
