_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
0.4388,139.0527315086524,-36.6264650163461,139.05270579591,-36.62644460746,0.2895,0.0158,-4.643,0.014,4.592,0.014,0,14.059653,0.002775,14.237718,0.002856,13.755533,0.003822,0.482184
0.441,139.0450869406619,-36.6165847703568,139.04506448158,-36.61657428147,0.5808,0.3023,-4.056,0.238,2.36,0.276,0,19.508629,0.003952,19.937168,0.06531,18.57206,0.030025,1.365108
0.4525,139.043679559289,-36.6163793953086,139.04365495182,-36.6163586442,0.3905,0.0373,-4.444,0.033,4.669,0.038,0,16.276564,0.002789,16.548359,0.007629,15.804148,0.005368,0.744211
0.457,139.0348298150033,-36.6226693850692,139.03480278002,-36.62265028285,0.1366,0.1728,-4.882,0.157,4.298,0.159,0,18.793613,0.003242,19.421152,0.029331,18.0867,0.020537,1.334452
0.4626,139.03794720756,-36.61801264648,139.03794720756,-36.61801264648,,,,,,,0,20.975256,0.017793,21.646128,0.26409,20.116962,0.228411,1.529165
0.4905,139.0498387739732,-36.6307073702109,139.04981467145,-36.63069255688,0.258,0.2266,-4.352,0.189,3.333,0.207,0,19.231541,0.003617,19.737478,0.039038,18.505993,0.024194,1.231485
0.5239,139.0433994990863,-36.6326106492258,139.04337241077,-36.63259688034,0.4983,0.2571,-4.891,0.222,3.098,0.222,0,19.49872,0.003911,20.103579,0.053142,18.816603,0.033949,1.286976
0.5911,139.033668846846,-36.6289699852469,139.03363723515,-36.62895263414,0.8004,1.0604,-5.708,0.722,3.904,1.216,0,20.65052,0.008527,21.26606,0.176433,19.826826,0.077843,1.439234
0.6082,139.0432001471512,-36.6138038823642,139.04317586719,-36.6137835757,0.3112,0.0117,-4.385,0.01,4.569,0.012,0,13.361585,0.002768,13.571437,0.002832,13.014539,0.00382,0.556898
0.6089,139.0496688427909,-36.6330396394952,139.04965002874,-36.63303289283,0.2073,0.079,-3.397,0.068,1.518,0.074,0,17.624361,0.002888,17.960878,0.01068,17.059187,0.008854,0.901691
0.6093,139.0323277414411,-36.6274430112487,139.03230349595,-36.62742298014,0.3369,0.0276,-4.378,0.026,4.507,0.027,0,15.498846,0.002796,15.725218,0.003598,15.105254,0.004303,0.619964
0.6172,139.04034458098,-36.61407023524,139.04034458098,-36.61407023524,,,,,,,0,20.669004,0.019852,,,,,
0.6215,139.0406074157162,-36.6139616852922,139.04051808078,-36.61395328977,1.3091,0.1909,-16.134,0.172,1.889,0.186,0,18.506008,0.003655,19.595812,0.043965,17.309256,0.009689,2.286556
0.6264,139.0347230148625,-36.6310563002564,139.0346735081,-36.6310279936,0.1693,2.1372,-8.939,2.237,6.369,2.154,0,20.923534,0.014139,21.307655,0.191385,19.763206,0.132543,1.544449
0.6354,139.0554583876157,-36.6183704186545,139.0554303408,-36.61837180088,1.0807,0.3401,-5.065,0.291,-0.311,0.305,0,19.863268,0.004661,20.970264,0.180552,18.75634,0.030165,2.213924
0.6399,139.0500376803473,-36.6143185904828,139.05004831709,-36.61432637715,0.7682,0.4049,1.921,0.351,-1.752,0.384,0,19.986338,0.004646,21.106283,0.092621,18.97513,0.035751,2.131153
0.6517,139.0559225937313,-36.6293294970029,139.05589731201,-36.62930734145,0.1382,0.1922,-4.565,0.165,4.985,0.176,0,18.950325,0.003413,19.575785,0.036146,18.266294,0.01675,1.30949
0.6518,139.0326150757182,-36.6182521784193,139.0326026554,-36.61824337842,-0.9957,0.5288,-2.243,0.435,1.98,0.635,0,20.156364,0.006003,20.591257,0.076518,19.262371,0.042553,1.328886
0.6529,139.0554104853588,-36.6178014856486,139.05538599372,-36.61778069454,0.2376,0.1417,-4.423,0.124,4.678,0.131,0,18.648455,0.003149,19.191175,0.022522,17.923382,0.018093,1.267794
0.6568,139.0456205588917,-36.6347765973399,139.04560364968,-36.63477404623,0.1993,0.6204,-3.053,0.512,0.574,0.711,0,20.404356,0.006581,20.916235,0.091404,19.597975,0.068472,1.31826
0.6577,139.0317328997369,-36.6193811302006,139.03172179715,-36.61937437909,-0.7526,0.7883,-2.005,0.629,1.519,0.887,0,20.611135,0.007775,21.305702,0.150938,19.825525,0.06304,1.480177
0.6582,139.0306339338834,-36.6253095710057,139.03061162732,-36.62530103323,0.2811,0.1671,-4.028,0.151,1.921,0.157,0,18.792679,0.00317,19.210506,0.027264,18.142624,0.016177,1.067883
0.6616,139.0355052936082,-36.6324535775753,139.03548080839,-36.6324331598,0.2891,0.0133,-4.421,0.012,4.594,0.013,0,13.599455,0.002769,13.782177,0.002849,13.290881,0.00385,0.491296
0.6789,139.0469015167295,-36.6350357014997,139.04684917166,-36.6349973104,0.4981,0.2111,-9.451,0.184,8.638,0.193,0,19.171137,0.003786,19.927687,0.063463,18.143393,0.017595,1.784294
0.6801,139.0308524815499,-36.6276551423896,139.03084248538,-36.62764790239,0.2555,0.0401,-1.805,0.035,1.629,0.06,0,15.002454,0.002848,15.162089,0.275569,14.123789,0.030968,1.038301
0.6837,139.0375461051933,-36.6339776929295,139.03752058933,-36.63395783071,0.1881,0.0584,-4.607,0.052,4.469,0.054,0,17.024893,0.002827,17.385523,0.007473,16.496372,0.006035,0.889151
0.6936,139.0522489334472,-36.6143114790576,139.05222483605,-36.61430735906,0.1474,0.1156,-4.352,0.104,0.927,0.108,0,18.327181,0.003023,18.854862,0.017484,17.699787,0.012377,1.155075
0.6999,139.0432047253466,-36.6355978350487,139.04315823975,-36.63552617728,1.4589,0.5837,-8.393,0.499,16.123,0.67,0,20.387892,0.006197,21.486483,0.124339,19.325026,0.040559,2.161457
0.7005,139.030480767185,-36.6278122378431,139.03045634436,-36.62779168229,0.3379,0.0261,-4.41,0.022,4.625,0.028,0,13.929935,0.002787,13.949226,0.008596,13.332637,0.015769,0.61659
0.7015,139.0351853699745,-36.6147202596663,139.03516033114,-36.61470033078,0.1373,0.088,-4.522,0.074,4.484,0.088,0,17.561737,0.002939,,,,,
0.7015,139.0347297812687,-36.6150191648518,139.03470477556,-36.61499836041,0.4539,0.0751,-4.516,0.066,4.681,0.075,0,17.38236,0.003005,17.608105,0.026093,16.54681,0.022127,1.061295
0.7208,139.0369246942473,-36.6134058221708,139.03690028706,-36.61338544884,0.303,0.0114,-4.408,0.01,4.584,0.011,0,13.365106,0.002758,13.900286,0.002925,12.676017,0.003794,1.224269
0.722,139.0490605304002,-36.6352909449162,139.04903521903,-36.63527073603,0.1531,0.0905,-4.57,0.078,4.547,0.085,0,17.852167,0.002958,18.176104,0.021082,17.179794,0.016889,0.996309
0.7293,139.0466647410504,-36.6119123266421,139.04664723333,-36.61189839331,0.2168,0.0138,-3.162,0.012,3.135,0.013,0,14.043144,0.002759,14.594578,0.002897,13.344033,0.003823,1.250545
0.7318,139.0521676063073,-36.6343904064186,139.05202063592,-36.63433047762,1.929,0.0189,-26.536,0.016,13.484,0.019,0,11.480907,0.002767,11.76109,0.002831,11.039516,0.003789,0.721574
0.7506,139.0383956252113,-36.6122924254938,139.03836947424,-36.61227563883,0.6001,0.1895,-4.723,0.166,3.777,0.17,0,19.017044,0.003476,19.574108,0.039977,18.312351,0.020625,1.261757
0.7528,139.0598226036402,-36.6240415823497,139.05979818201,-36.62402164013,0.552,0.3192,-4.41,0.279,4.487,0.273,0,19.674814,0.004153,20.497828,0.057963,18.924166,0.029503,1.573662
0.7727,139.0349793132157,-36.6133794918925,139.03494028277,-36.61335184301,0.3262,0.1504,-7.049,0.129,6.221,0.144,0,18.679338,0.003225,19.120985,0.034031,17.866642,0.019866,1.254343
0.7742,139.0499125101039,-36.6118465167004,139.04989915508,-36.61183408559,0.2054,0.1839,-2.412,0.162,2.797,0.165,0,19.085176,0.003386,19.542442,0.034023,18.509686,0.021359,1.032757
0.7747,139.0494780125657,-36.6361009539654,139.04944481389,-36.63608591397,0.2291,0.1295,-5.994,0.115,3.384,0.126,0,18.461529,0.003081,18.948423,0.032707,17.706827,0.019864,1.241596
0.7757,139.0330000465529,-36.6146105434953,139.03297562791,-36.61459048572,0.3161,0.0298,-4.41,0.026,4.513,0.029,0,15.843087,0.002792,16.107426,0.003765,15.427281,0.004396,0.680144
0.7837,139.0588923791456,-36.6295130952802,139.05886516454,-36.62949824195,0.7208,0.1217,-4.914,0.115,3.342,0.117,0,18.223454,0.003309,18.299841,0.079035,17.319479,0.117468,0.980362
0.8019,139.0563604248646,-36.6147866570031,139.056336056,-36.61476638145,0.2769,0.023,-4.401,0.021,4.562,0.022,0,15.28959,0.002774,15.542112,0.003473,14.879797,0.004087,0.662315
0.8048,139.0591858248271,-36.629826313307,139.05916461352,-36.62980982442,0.2163,0.115,-3.83,0.11,3.71,0.105,0,18.160164,0.004523,17.992413,0.035519,16.989553,0.033538,1.002859
0.8096,139.0587002908574,-36.6307270400108,139.0586758948,-36.63070674668,0.3213,0.0161,-4.405,0.014,4.566,0.015,0,14.237836,0.00278,14.417127,0.00301,13.930849,0.003871,0.486278
0.818,139.0610939763343,-36.6225333898873,139.06106863039,-36.62253134989,-0.2364,0.3785,-4.577,0.308,0.459,0.343,0,19.992777,0.004526,20.735739,0.072162,19.332243,0.036057,1.403496
0.8368,139.0356415743971,-36.6360516356787,139.03561731512,-36.63603152457,0.2864,0.0436,-4.38,0.038,4.525,0.039,0,16.508366,0.002805,16.823709,0.004513,16.028023,0.004704,0.795687
0.841,139.0420602345108,-36.6378543680388,139.04203169873,-36.63780074582,0.3403,0.2521,-5.152,0.219,12.065,0.224,0,19.327723,0.003758,20.199028,0.051079,18.43676,0.020833,1.762268
0.863,139.0569778257924,-36.6339761366253,139.05696009152,-36.63396230996,0.7254,0.3273,-3.202,0.281,3.111,0.308,0,19.779537,0.004234,20.54932,0.071146,18.989304,0.037999,1.560017
0.8718,139.0266373252689,-36.6274924810905,139.02662561233,-36.62748408998,0.5288,0.3869,-2.115,0.315,1.888,0.349,0,19.973673,0.00474,20.289991,0.057579,19.393471,0.050139,0.896521
0.8738,139.06130886007,-36.61911449787,139.06130886007,-36.61911449787,,,,,,,0,20.938118,0.015657,21.293972,0.260949,19.936087,0.130609,1.357885
0.8783,139.0508560602796,-36.6375360180686,139.05083155683,-36.63751562696,0.2931,0.0119,-4.424,0.01,4.588,0.011,0,13.307808,0.002759,13.701726,0.002859,12.74077,0.003814,0.960956
0.8836,139.0463403415295,-36.6385344525484,139.04631485739,-36.63851418144,1.5285,0.4993,-4.601,0.394,4.561,0.555,0,20.255226,0.00524,20.93836,0.085807,19.449047,0.043945,1.489313
0.8862,139.0329430395215,-36.6121968303194,139.032931268,-36.61219083032,0.4232,0.285,-2.126,0.242,1.35,0.25,0,19.604815,0.003973,19.991568,0.039028,19.09576,0.032793,0.895807
0.9193,139.0251985766643,-36.6223719615956,139.02517060592,-36.62235935271,0.6129,0.3894,-5.051,0.33,2.837,0.331,0,19.919266,0.004518,20.73175,0.073069,19.362085,0.043148,1.369665
0.9218,139.0601942534467,-36.6154799181908,139.06016955767,-36.61545950486,0.2597,0.0432,-4.46,0.038,4.593,0.041,0,16.4988,0.002794,16.818888,0.005533,16.011202,0.004836,0.807686
0.9223,139.0468127541618,-36.6086814123861,139.04678225812,-36.60866125239,-0.1695,0.6519,-5.508,0.511,4.536,0.684,0,20.540001,0.007278,20.848495,0.107307,19.577484,0.066698,1.271011
0.946,139.05254526073,-36.60962852377,139.05254526073,-36.60962852377,,,,,,,0,20.929873,0.012875,21.273832,0.22098,19.713892,0.076692,1.55994
0.9555,139.0249609831598,-36.6199605231934,139.02493815762,-36.61995636764,-0.1209,0.3214,-4.122,0.282,0.935,0.284,0,19.653597,0.005208,19.89859,0.031749,18.93055,0.037644,0.96804
0.9581,139.0640427449822,-36.6249028972062,139.06402341236,-36.62490391943,-0.858,1.9637,-3.491,1.41,-0.23,2.66,0,20.860113,0.013681,21.64459,0.496177,20.090452,0.094732,1.554138
0.9604,139.0281951054226,-36.6334533286721,139.0281902205,-36.63347114645,1.4901,0.167,-0.882,0.151,-4.009,0.158,0,18.286409,0.003549,19.313211,0.032106,17.19243,0.009074,2.120781
0.9611,139.0631506191044,-36.6188886247195,139.0631161044,-36.61886166028,-2.3126,1.5949,-6.233,1.307,6.067,1.512,0,20.821869,0.011902,21.299349,0.183806,19.942299,0.127076,1.35705
0.9679,139.0276681954427,-36.6330771093577,139.02763142578,-36.63306293603,0.2492,0.7191,-6.639,0.578,3.189,0.829,0,20.508125,0.006678,20.598211,0.345331,19.599463,0.058508,0.998749
0.9709,139.0241752051754,-36.6258558098019,139.02415054484,-36.62583584536,0.2517,0.0411,-4.453,0.038,4.492,0.038,0,16.461143,0.002798,16.771914,0.004057,15.984734,0.00485,0.78718
0.9888,139.0445139025099,-36.6403890305521,139.04450772657,-36.64036616833,0.5377,0.0504,-1.115,0.044,5.144,0.046,0,16.841099,0.002817,17.284369,0.00451,16.234442,0.005103,1.049927
0.9894,139.03914135229,-36.60790011961,139.03914135229,-36.60790011961,,,,,,,0,20.910358,0.011999,21.871103,0.177251,20.132198,0.127705,1.738905
0.9905,139.0600351747998,-36.6343294137925,139.06007746143,-36.6343534138,0.9396,0.1425,7.635,0.123,-5.4,0.13,0,18.59779,0.003144,19.666849,0.044217,17.602858,0.011213,2.063992
0.9914,139.0571131945866,-36.6367625864012,139.05709725975,-36.63674780418,0.0028,0.2777,-2.877,0.242,3.326,0.251,0,19.651533,0.004028,20.117006,0.043107,19.085976,0.029415,1.031031
0.9921,139.0363669522972,-36.6086078817604,139.03633581403,-36.60859467732,0.4004,0.0675,-5.624,0.059,2.971,0.063,0,17.298588,0.002837,17.719095,0.008268,16.738131,0.00664,0.980965
1.0116,139.0460020894721,-36.607111965652,139.04597767874,-36.60709200121,0.3433,0.0319,-4.409,0.028,4.492,0.031,0,15.993254,0.002781,16.258177,0.004017,15.541227,0.004565,0.716949
1.0153,139.0337875823964,-36.6091920032239,139.03376181451,-36.60917085656,0.8892,0.2591,-4.654,0.259,4.758,0.2,0,,,,,,,
1.0306,139.0475173576983,-36.6069415691786,139.04749278646,-36.60692137807,0.2821,0.0156,-4.438,0.014,4.543,0.015,0,14.346358,0.002772,14.547817,0.003027,14.007054,0.003864,0.540763
1.0319,139.033926085297,-36.6087980654643,139.03390851738,-36.60879018991,0.1382,0.0681,-3.173,0.059,1.772,0.062,0,17.33275,0.002856,17.638227,0.008981,16.789219,0.010789,0.849009
1.0451,139.0634384399038,-36.6319516792229,139.06338347175,-36.63198508368,1.2678,0.4352,-9.925,0.344,-7.516,0.445,0,20.039946,0.004897,21.323862,0.142456,18.861921,0.032958,2.461941
1.0528,139.0469536707132,-36.6065036216897,139.04692901103,-36.60648331947,0.3476,0.1633,-4.454,0.137,4.568,0.151,0,18.674397,0.004294,18.19482,0.124368,17.501781,0.012938,0.693039
1.0541,139.0223002238354,-36.6239948769186,139.02227585206,-36.62397472581,0.2563,0.0242,-4.401,0.023,4.534,0.022,0,15.353719,0.002779,15.583908,0.003179,14.961054,0.004071,0.622854
1.0575,139.0501915076155,-36.6408620257571,139.05017898949,-36.64084084798,0.8722,0.0455,-2.26,0.04,4.765,0.043,0,16.634539,0.002805,17.204069,0.011954,15.883327,0.007527,1.320743
1.0755,139.0510484613966,-36.6409630990184,139.05103763265,-36.64094517013,1.0007,0.0365,-1.955,0.032,4.034,0.034,0,16.22576,0.002797,16.681646,0.014336,15.457386,0.0097,1.22426
1.0768,139.05810553943,-36.6379235874,139.05810553943,-36.6379235874,,,,,,,0,20.869463,0.020742,21.181135,0.238841,19.533642,0.042747,1.647493
1.0857,139.0484952188888,-36.6416743913369,139.04844175042,-36.64165594246,0.3098,0.0883,-9.653,0.081,4.151,0.08,0,17.901302,0.002923,18.320114,0.011643,17.314793,0.010539,1.005322
1.1011,139.06702832666,-36.6243069070633,139.06702691452,-36.62428909373,1.4587,0.6997,-0.255,0.521,4.008,0.686,0,20.502125,0.007384,20.858904,0.138794,19.501184,0.048866,1.357719
1.1037,139.0212727328772,-36.6226686656827,139.02129321124,-36.62270694124,0.2496,0.9356,3.698,0.705,-8.612,0.966,0,20.682405,0.008795,20.48428,0.108581,19.630001,0.076375,0.854279
1.1129,139.0593444206187,-36.6099061225532,139.05932078415,-36.609885727,0.2623,0.0211,-4.269,0.019,4.589,0.021,0,14.840098,0.002784,14.957205,0.005024,14.517979,0.013043,0.439226
1.1195,139.0354617341333,-36.6066257665577,139.03542891356,-36.60659954434,0.5035,0.2966,-5.928,0.255,5.9,0.276,0,19.662878,0.004099,20.272079,0.064665,19.017826,0.032386,1.254253
1.1202,139.0674271857212,-36.6245951926002,139.0674125271,-36.62460072149,0.3334,1.2687,-2.647,1.177,-1.244,1.352,0,20.733732,0.012715,20.698339,0.011302,19.572363,0.237297,1.125977
1.1203,139.0650651801498,-36.6156673301142,139.06504084423,-36.61564654345,0.2527,0.0533,-4.395,0.046,4.677,0.051,0,16.891573,0.002824,17.298512,0.008078,16.317776,0.006385,0.980736
1.1232,139.037416357578,-36.6417907120406,139.03735651357,-36.6417933565,1.3612,0.1726,-10.804,0.147,-0.595,0.166,0,18.878462,0.003376,20.378611,0.065059,17.728039,0.010168,2.650572
1.125,139.0668601338354,-36.6284691223455,139.06682739811,-36.62844948235,0.7967,1.0865,-5.911,0.795,4.419,1.599,0,20.664324,0.00818,21.674818,0.211112,19.99304,0.058381,1.681778
1.1335,139.0264069709177,-36.6362796586184,139.0263875579,-36.63627237862,0.2548,0.0603,-3.505,0.054,1.638,0.053,0,17.171484,0.002827,17.629559,0.007741,16.56723,0.005452,1.062328
1.1411,139.0207368914135,-36.626630369546,139.02071605203,-36.62662523177,-0.7168,0.5806,-3.763,0.447,1.156,0.54,0,20.403267,0.0056,20.413666,0.062084,19.732702,0.055927,0.680964
1.1416,139.0593537639023,-36.6092571147509,139.05932462413,-36.60926143031,1.252,0.0791,-5.263,0.071,-0.971,0.079,0,15.059303,0.002844,15.44901,0.005255,14.28594,0.004849,1.16307
1.1431,139.039416803727,-36.6425514128817,139.03939725619,-36.64255227955,-1.7909,0.6359,-3.529,0.472,-0.195,0.658,0,20.469978,0.005906,21.23575,0.121678,19.540262,0.054972,1.695488
1.1546,139.0512243252171,-36.6423067580588,139.05120061788,-36.64228612695,0.3194,0.0898,-4.28,0.079,4.642,0.082,0,17.883686,0.002965,18.30551,0.013029,17.237204,0.011255,1.068306
1.1646,139.0231169954278,-36.6334362494215,139.02309591605,-36.63341759609,0.1878,0.2976,-3.806,0.258,4.197,0.282,0,19.722849,0.004025,20.263062,0.04678,19.377916,0.040786,0.885145
1.1786,139.0199816802286,-36.6209365481996,139.01997191197,-36.6209261082,0.1782,0.4999,-1.764,0.438,2.349,0.556,0,20.185276,0.005468,20.963125,0.092538,19.940022,0.078115,1.023104
1.193,139.0471103341107,-36.6041634701653,139.04708583573,-36.60414337239,0.2361,0.0306,-4.425,0.027,4.522,0.03,0,15.890765,0.002783,16.165302,0.003746,15.458732,0.004114,0.706571
1.1988,139.0444138394394,-36.603929844933,139.04438939096,-36.60390972938,0.2989,0.0116,-4.416,0.01,4.526,0.012,0,13.315274,0.002758,13.838418,0.002973,12.624748,0.003865,1.21367
1.204,139.0687762952955,-36.6275286852438,139.06875590425,-36.62753164969,-0.254,0.6271,-3.682,0.492,-0.667,0.822,0,20.387251,0.006906,21.084558,0.097194,19.159985,0.04199,1.924574
1.2141,139.03820494058,-36.60422813062,139.03820494058,-36.60422813062,,,,,,,0,21.15284,0.023921,20.438641,0.821227,20.20496,0.316862,0.233681
1.2276,139.0338675753411,-36.6052017929631,139.03384317075,-36.60518167741,0.2529,0.0189,-4.408,0.017,4.526,0.018,0,14.881567,0.002775,15.071744,0.003237,14.561646,0.003937,0.510098
1.2354,139.0451767332291,-36.6444837061131,139.04515274272,-36.64446319056,0.229,0.086,-4.331,0.074,4.616,0.078,0,17.852453,0.002934,18.322407,0.012042,17.234966,0.007203,1.08744
1.2435,139.0444653178604,-36.6031815852678,139.04443719906,-36.60316527416,0.2032,0.0268,-5.079,0.024,3.67,0.026,0,14.83917,0.002773,15.177387,0.005307,14.228611,0.00609,0.948776
1.2636,139.0188120953664,-36.6292511589771,139.0187810706,-36.62922476787,0.1366,0.1979,-5.602,0.173,5.938,0.176,0,19.123829,0.003582,19.816788,0.042694,18.325474,0.020295,1.491314
1.2721,139.026065280028,-36.6085144033384,139.02602391557,-36.60848048779,0.375,0.0989,-7.471,0.085,7.631,0.091,0,18.059393,0.002966,18.66317,0.017152,17.408266,0.012469,1.254904
1.2755,139.0224689610853,-36.611756824979,139.02243672524,-36.61173541165,0.7499,0.4053,-5.822,0.315,4.818,0.393,0,19.960148,0.004779,20.821278,0.168524,19.179056,0.051104,1.642221
1.2848,139.0428613065098,-36.602495133071,139.04286564692,-36.60250058196,1.8607,0.249,0.784,0.215,-1.226,0.228,0,19.389473,0.003845,20.530838,0.100049,18.25086,0.021056,2.279978
1.2856,139.056417689739,-36.6048533405345,139.0563951621,-36.60484347387,0.0437,0.2041,-4.069,0.165,2.22,0.191,0,19.16955,0.003514,19.659157,0.043063,18.568264,0.022566,1.090893
1.2955,139.0708243260347,-36.6270011811504,139.07078930374,-36.6269996656,1.1197,0.0327,-6.324,0.029,0.341,0.031,0,15.900354,0.002784,16.440985,0.003716,15.22156,0.004225,1.219424
1.3082,139.0540377720812,-36.6442125231179,139.05402229546,-36.64420703423,-0.659,1.1059,-2.794,0.769,1.235,1.301,0,20.70583,0.010445,21.141499,0.173016,19.719631,0.10075,1.421867
1.3085,139.0574349716737,-36.6048650787824,139.05747436875,-36.6048761899,1.4363,1.2043,7.116,1.005,-2.5,1.702,0,20.781954,0.01414,20.431807,0.173908,18.768902,0.591233,1.662905
1.3099,139.0645458080328,-36.6094290265154,139.0645221551,-36.60940920874,0.3876,0.1478,-4.272,0.132,4.459,0.142,0,18.663683,0.003169,19.140697,0.035673,17.960342,0.023109,1.180355
1.3155,139.0657462966825,-36.6104608480643,139.06576341096,-36.61046377251,1.1347,0.0206,3.091,0.018,-0.658,0.02,0,14.97695,0.002765,15.384447,0.003332,14.403459,0.003942,0.980989
1.3256,139.0255294687022,-36.6401444376829,139.02550419451,-36.64013068213,-0.255,0.3136,-4.563,0.255,3.095,0.283,0,19.765989,0.004244,20.296221,0.072206,19.073099,0.035013,1.223122
1.3453,139.051609714834,-36.6455197352626,139.05157444039,-36.64550771749,0.3453,0.9249,-6.368,0.718,2.704,1.069,0,20.62578,0.007152,21.537144,0.238002,19.544163,0.049584,1.992981
1.3524,139.0663851185869,-36.6100934871851,139.06637478695,-36.61009329163,-0.5545,0.523,-1.866,0.392,0.044,0.537,0,19.955265,0.005663,19.475706,0.159854,18.589205,0.2216,0.886501
1.3534,139.07025897936,-36.63227343818,139.07025897936,-36.63227343818,,,,,,,0,21.27076,0.025809,,,20.168053,0.082335,
1.3565,139.072339758865,-36.6246156859034,139.0723235718,-36.62460564146,0.0603,0.2051,-2.923,0.187,2.26,0.188,0,19.020214,0.003469,19.554235,0.028908,18.398548,0.019916,1.155687
1.3566,139.0396136087502,-36.6462033389974,139.03957951942,-36.64619795678,0.5793,0.1703,-6.154,0.143,1.211,0.148,0,18.87195,0.003189,19.65152,0.030215,18.050707,0.013531,1.600813
1.3611,139.0276902266575,-36.6423285912964,139.0276658657,-36.64230858241,0.3228,0.0176,-4.398,0.015,4.502,0.017,0,14.578518,0.00279,14.707367,0.003091,14.349761,0.003963,0.357606
