_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
7.6819,122.725842909604,-12.7243316401499,122.72583404296,-12.72432104015,0.4099,0.1507,-1.946,0.149,2.385,0.178,0,18.300034,0.003114,18.694294,0.018474,17.763824,0.013527,0.93047
7.6838,122.6813315796422,-12.7078744178851,122.68131559247,-12.70787554233,0.0167,0.3287,-3.509,0.319,-0.253,0.304,0,19.262062,0.00386,19.777182,0.055928,18.621906,0.030089,1.155275
7.6842,122.526751700512,-12.8406446150933,122.52674582468,-12.84063760176,0.1572,0.3495,-1.289,0.295,1.578,0.258,0,19.453598,0.003914,19.861622,0.035032,18.935638,0.026483,0.925983
7.6875,122.7345809139373,-12.9379903755585,122.73456674991,-12.93797052667,2.7755,0.0595,-3.106,0.061,4.466,0.058,0,16.655388,0.002843,17.8202,0.011603,15.583968,0.004626,2.236232
7.6888,122.7632513407666,-12.9105916850565,122.76322573797,-12.91058162728,2.01,1.3723,-5.615,1.65,2.263,2.382,0,20.622238,0.00958,21.150261,0.237805,19.500189,0.128735,1.650072
7.6972,122.7181415346731,-12.7197972188705,122.71812352377,-12.71982778776,0.4809,0.0923,-3.953,0.094,-6.878,0.109,0,17.569489,0.002893,17.980764,0.012624,16.989698,0.006661,0.991066
7.6991,122.76868088252,-12.90320906618,122.76868088252,-12.90320906618,,,,,,,0,21.049282,0.021965,21.495285,0.294488,19.551857,0.256319,1.943428
7.7025,122.6043187357371,-12.71663861614,122.6043148903,-12.71663997614,0.27,0.1371,-0.844,0.135,-0.306,0.129,0,18.284805,0.002996,18.752649,0.014743,17.68355,0.012771,1.069099
7.7041,122.7523379,-12.92341277357,122.7523379,-12.92341277357,,,,,,,0,20.990355,0.021087,21.239716,0.250394,20.641636,0.298104,0.59808
7.7044,122.7155465349624,-12.94933598592,122.71554359349,-12.94935690592,0.5046,1.2305,-0.645,1.447,-4.707,1.593,0,20.636023,0.008652,20.868748,0.170884,19.724394,0.095171,1.144354
7.7066,122.6112304494903,-12.9540086041655,122.61122595739,-12.95399888861,3.1613,1.4268,-0.985,1.186,2.186,0.978,0,20.578871,0.008349,21.099653,0.118548,19.876316,0.084494,1.223337
7.7074,122.7543863705522,-12.7464151866432,122.75437858764,-12.74641281331,0.5773,0.6929,-1.708,0.626,0.534,0.796,0,20.245007,0.005706,20.6322,0.091449,19.771626,0.071706,0.860575
7.7119,122.7086028759052,-12.9525501604722,122.70860595423,-12.95254413825,-0.17,0.203,0.675,0.197,1.355,0.194,0,18.682537,0.003288,19.055002,0.031701,18.171249,0.019093,0.883753
7.7123,122.5293192477735,-12.8621400363604,122.52930016906,-12.86213260525,0.0798,0.2162,-4.185,0.208,1.672,0.177,0,18.947495,0.00334,19.377655,0.023133,18.360088,0.02017,1.017567
7.7136,122.5595356064419,-12.7483208220352,122.55950776455,-12.74834307537,1.6364,0.0117,-6.11,0.012,-5.007,0.009,0,11.908263,0.002762,12.110815,0.002831,11.5628,0.003794,0.548015
7.7145,122.7738868775365,-12.7726774724759,122.77386608753,-12.77267144581,0.5183,0.0192,-4.562,0.02,1.356,0.019,0,13.95668,0.002768,14.196816,0.002914,13.570424,0.003809,0.626392
7.716,122.6725128463027,-12.9616868706289,122.67250881925,-12.96169974174,0.7785,0.1999,-0.883,0.203,-2.896,0.184,0,18.654894,0.003252,19.636415,0.049525,17.6304,0.015438,2.006016
7.7174,122.78953783316,-12.82527848179,122.78953783316,-12.82527848179,,,,,,,0,20.626783,0.009414,21.007294,0.217365,19.396158,0.0504,1.611135
7.7197,122.5372431907426,-12.8859613803877,122.53723519835,-12.88595928261,0.3433,0.0617,-1.753,0.071,0.472,0.046,0,16.818048,0.002814,17.142973,0.005873,16.316813,0.005355,0.82616
7.727,122.7700163852427,-12.7657838917553,122.77000502442,-12.7657864162,0.8181,0.0611,-2.493,0.063,-0.568,0.074,0,16.828337,0.002834,17.366323,0.009791,16.166523,0.005662,1.1998
7.7359,122.5462297935035,-12.7649120092755,122.54622235636,-12.76489601372,-0.8511,0.9582,-1.632,1.276,3.599,1.236,0,20.597097,0.007967,21.168308,0.142579,19.489117,0.048412,1.679192
7.7389,122.555568696452,-12.7522097403319,122.55555557274,-12.75220539811,0.2484,0.1281,-2.88,0.127,0.977,0.111,0,18.216997,0.002995,18.748953,0.022351,17.52051,0.012381,1.228443
7.7412,122.7793558154787,-12.8851800991588,122.77935014377,-12.88517925027,1.1389,0.8876,-1.244,1.068,0.191,1.177,0,20.246086,0.006577,20.584385,0.15628,19.655922,0.080065,0.928463
7.7415,122.7291048779869,-12.725153635376,122.72908549524,-12.72512252871,-0.5999,0.541,-4.254,0.463,6.999,0.563,0,19.812538,0.00486,20.874676,0.124165,18.702629,0.020719,2.172047
7.7468,122.7083030508562,-12.7144899395643,122.70829560608,-12.71448925512,0.2832,0.3537,-1.634,0.312,0.154,0.368,0,19.40559,0.004233,19.691582,0.058378,19.01819,0.057781,0.673391
7.7478,122.665987941001,-12.7050177675234,122.66596430449,-12.70499780308,-1.7468,1.169,-5.188,1.007,4.492,1.277,0,20.588881,0.008196,21.269564,0.135516,19.354757,0.062969,1.914806
7.7478,122.6441247635394,-12.9623187784543,122.64411689184,-12.96231633401,0.125,0.1008,-1.726,0.1,0.55,0.081,0,17.53244,0.002916,17.93017,0.013067,17.011446,0.012642,0.918724
7.748,122.5724255067696,-12.7353150805409,122.57239887379,-12.73529693832,1.5976,0.4349,-5.845,0.445,4.082,0.365,0,18.292955,0.005364,18.708729,0.019775,17.504023,0.012888,1.204706
7.7485,122.559350129214,-12.7476764536021,122.55934188603,-12.74765127138,0.5417,0.0957,-1.809,0.103,5.666,0.076,0,16.926165,0.004654,16.298206,0.076748,15.601817,0.074075,0.696389
7.7554,122.5934230400959,-12.7209878526515,122.59338330475,-12.72098848821,1.6128,0.353,-8.721,0.322,-0.143,0.333,0,19.419662,0.003936,20.940924,0.116157,18.221888,0.016089,2.719036
7.7623,122.53683935671,-12.88683620112,122.53683935671,-12.88683620112,,,,,,,0,21.097403,0.019096,21.348879,0.446666,19.821957,0.179506,1.526922
7.764,122.5312684524552,-12.7952354379133,122.5312702436,-12.79523822458,0.5403,0.326,0.393,0.298,-0.627,0.25,0,19.426893,0.003722,19.872793,0.046544,18.791225,0.025684,1.081568
7.7702,122.7055197176238,-12.7129864821287,122.70550960755,-12.71298883324,0.7695,0.0163,-2.219,0.018,-0.529,0.018,0,12.963578,0.002777,13.118019,0.002846,12.710526,0.003793,0.407494
7.7748,122.5338953011957,-12.8804556821953,122.53388276805,-12.88045628664,1.0041,0.1539,-2.749,0.163,-0.136,0.117,0,18.150541,0.003045,19.10248,0.026109,17.158844,0.009195,1.943636
7.7749,122.788162804093,-12.8080875699898,122.78815145504,-12.80808940999,1.0361,0.1257,-2.49,0.146,-0.414,0.136,0,17.070545,0.003725,17.593494,0.009774,16.266806,0.005769,1.326689
7.7782,122.6339759199144,-12.7063834856822,122.6339711042,-12.70637274346,0.5106,0.3717,-1.057,0.355,2.417,0.369,0,19.545448,0.00444,20.285463,0.06611,18.714827,0.028205,1.570637
7.7787,122.79039510486,-12.82281267289,122.79039510486,-12.82281267289,,,,,,,0,20.789637,0.010428,20.89831,0.236506,19.797993,0.083162,1.100317
7.7788,122.5286724726448,-12.8643200014628,122.52865547717,-12.86432158813,0.5254,0.0828,-3.728,0.081,-0.357,0.065,0,17.40477,0.002854,17.860491,0.010108,16.796005,0.007562,1.064486
7.78,122.5700584445155,-12.7366020968821,122.57004939518,-12.73657103466,0.5388,0.0151,-1.986,0.016,6.989,0.012,0,13.8555,0.002761,14.167423,0.002868,13.379053,0.003815,0.78837
7.782,122.7819960507592,-12.8806776042411,122.78199467389,-12.88067441313,0.4133,0.1397,-0.302,0.138,0.718,0.147,0,17.99087,0.003132,18.212429,0.021371,17.61108,0.017976,0.601349
7.7882,122.78991347162,-12.8170232011,122.78991347162,-12.8170232011,,,,,,,0,20.840096,0.013396,21.060066,0.163633,19.844633,0.121962,1.215433
7.7898,122.7900897300302,-12.8497535340943,122.7900799427,-12.84975240965,0.2583,0.2652,-2.147,0.255,0.253,0.274,0,18.948341,0.003571,19.283186,0.037307,18.492393,0.035882,0.790792
7.7909,122.5475365484324,-12.9065537285188,122.54752845507,-12.90655047963,0.1713,0.1194,-1.775,0.123,0.731,0.087,0,17.888966,0.002935,18.261631,0.011387,17.368664,0.00953,0.892967
7.7966,122.7694352622648,-12.9050961817294,122.7694178263,-12.90508874173,0.6119,0.3696,-3.824,0.399,1.674,0.323,0,19.219149,0.003928,19.939013,0.059424,18.470913,0.026718,1.4681
7.7967,122.58668711455,-12.94372782941,122.58668711455,-12.94372782941,,,,,,,0,20.892656,0.01244,21.314339,0.162566,19.608816,0.075611,1.705523
7.8001,122.6486955209286,-12.7041686683866,122.64870058718,-12.70419768172,1.004,0.0419,1.112,0.042,-6.528,0.04,0,16.14477,0.002788,16.683455,0.003801,15.448059,0.004351,1.235395
7.8007,122.682215748953,-12.7060611243521,122.68220660503,-12.70605422213,-0.1861,0.567,-2.007,0.566,1.553,0.582,0,19.941664,0.005262,20.465065,0.102411,19.351067,0.05134,1.113998
7.801,122.57142826921,-12.93286410612,122.57142826921,-12.93286410612,,,,,,,0,20.943005,0.012493,21.202578,0.1644,19.776987,0.140192,1.425591
7.803,122.5514704169779,-12.7555667417387,122.55145948952,-12.75555833285,0.2364,0.0806,-2.398,0.09,1.892,0.071,0,17.449478,0.002864,17.840359,0.007868,16.9104,0.006787,0.929958
7.8032,122.5278084683084,-12.8625591162444,122.52780500359,-12.8625607518,0.1446,0.6158,-0.76,0.546,-0.368,0.516,0,20.26215,0.005577,20.918644,0.081318,19.354715,0.047315,1.563929
7.8033,122.59038203897,-12.72174451911,122.59038203897,-12.72174451911,,,,,,,0,20.685825,0.018414,21.157448,0.137015,19.373745,0.078811,1.783703
7.8048,122.70735315864,-12.71307326159,122.70735315864,-12.71307326159,,,,,,,0,20.967695,0.022398,21.351883,0.01331,19.801399,0.168495,1.550484
7.8068,122.7549590799004,-12.7445913737644,122.75495268684,-12.74458752932,0.2014,0.0621,-1.403,0.065,0.865,0.075,0,16.783691,0.002813,17.116867,0.005913,16.290968,0.005559,0.825899
7.8076,122.5478546368025,-12.7603986664211,122.54785156539,-12.76031491531,2.8919,0.4978,-0.674,0.464,18.844,0.33,0,18.630583,0.003883,19.407497,0.026727,16.777756,0.006955,2.629742
7.8113,122.7008680645489,-12.957154452042,122.70085839615,-12.95716502982,0.4701,0.1995,-2.12,0.2,-2.38,0.183,0,18.66362,0.003217,19.028719,0.024631,18.170067,0.017899,0.858652
7.8119,122.7187686722972,-12.7179958878282,122.71873748035,-12.71798720783,0.8723,0.7178,-6.846,0.603,1.953,0.871,0,20.165039,0.006302,21.206472,0.143227,19.043333,0.036677,2.163139
7.8135,122.5648467262429,-12.740515185811,122.56483967713,-12.7405099147,-0.6373,0.8416,-1.547,0.733,1.186,0.792,0,20.411068,0.006695,21.151701,0.169815,19.3263,0.056123,1.825401
7.8148,122.7662212870018,-12.7576621361099,122.76621277919,-12.75765753611,0.5433,0.7346,-1.867,0.62,1.035,0.849,0,20.297153,0.006137,20.826609,0.102829,19.605808,0.062604,1.2208
7.815,122.6362269144872,-12.7053747939121,122.63623392162,-12.70536697169,0.8766,0.0217,1.538,0.023,1.76,0.019,0,14.736314,0.002765,15.065601,0.003471,14.233931,0.003895,0.831671
7.8154,122.5477980238524,-12.7602369445922,122.54779817879,-12.76016196237,1.8821,0.3678,0.034,0.847,16.871,0.394,0,18.753098,0.004529,19.512377,0.130879,16.77976,0.026377,2.732616
7.8156,122.7278820695062,-12.7229300293652,122.7278686876,-12.72292111381,0.2851,0.05,-2.937,0.052,2.006,0.059,0,16.424129,0.002808,16.703953,0.004678,15.980243,0.005302,0.72371
7.8177,122.5421335996377,-12.8989569447288,122.54212533326,-12.89895653584,0.3285,0.2217,-1.813,0.238,0.092,0.169,0,18.849953,0.003315,19.267162,0.02638,18.27788,0.019973,0.989283
7.8235,122.791305739682,-12.8244224099831,122.79129417566,-12.82442499665,0.6067,0.1205,-2.537,0.133,-0.582,0.128,0,17.699389,0.002969,18.40218,0.016321,16.894714,0.008399,1.507465
7.8241,122.5358191120186,-12.7807433786554,122.53580963727,-12.7807197831,-0.759,0.2943,-2.079,0.318,5.309,0.229,1,17.491579,0.004784,17.806662,0.007999,16.654507,0.005529,1.152155
7.8274,122.5329790538251,-12.880607604,122.53297880763,-12.880603204,-0.3108,0.1039,-0.054,0.111,0.99,0.074,0,17.109756,0.00313,17.45466,0.007412,16.45179,0.006064,1.002871
7.8278,122.762098839999,-12.9157559329219,122.7621355191,-12.91573152848,1.9748,0.0556,8.044,0.057,5.491,0.058,0,16.275648,0.002812,17.19908,0.006883,15.325922,0.004384,1.873158
7.8284,122.58449945608,-12.94298198534,122.58449945608,-12.94298198534,,,,,,,0,20.808002,0.011558,20.98591,0.217583,20.176727,0.138714,0.809183
7.8303,122.53286106692,-12.88044037849,122.53286106692,-12.88044037849,,,,,,,0,19.963087,0.007371,17.44993,0.081756,16.453978,0.042858,0.995953
7.833,122.7905949258473,-12.851569813063,122.79058217533,-12.85157531973,0.353,0.079,-2.797,0.077,-1.239,0.081,0,17.027702,0.002846,17.3687,0.00997,16.524326,0.007556,0.844374
7.8339,122.7892529448681,-12.859476910914,122.78923711677,-12.85947790647,0.0562,0.4026,-3.472,0.366,-0.224,0.368,0,19.345297,0.004269,20.058847,0.092375,18.407898,0.031011,1.650949
7.839,122.7274955686063,-12.7222392553777,122.72748820106,-12.7222377976,4.217,1.7266,-1.617,1.209,0.328,2.311,0,20.813145,0.011677,21.093554,0.117829,19.856298,0.083111,1.237255
7.8412,122.5830482755664,-12.7255281474177,122.58304042495,-12.72550596964,0.2054,0.6384,-1.723,0.591,4.99,0.675,0,20.315744,0.005416,21.151611,0.128128,19.285337,0.053169,1.866274
7.8446,122.7694071501024,-12.7612271873008,122.7693794754,-12.76123028508,0.9398,0.0799,-6.073,0.083,-0.697,0.098,0,17.136162,0.002886,17.794025,0.010838,16.376492,0.006353,1.417534
7.8461,122.5330592188279,-12.8816802923789,122.53306274308,-12.88167888349,0.2735,0.1275,0.773,0.137,0.317,0.097,0,18.054836,0.002973,18.655842,0.021315,17.312725,0.011159,1.343117
7.848,122.5378968626473,-12.892334419841,122.53788887917,-12.89233386873,-0.2886,1.0631,-1.751,1.138,0.124,0.868,0,20.556454,0.00726,21.218119,0.145725,19.554878,0.052402,1.66324
7.8489,122.6486823739315,-12.7033920007675,122.64867134849,-12.70338486299,0.3964,0.3583,-2.42,0.322,1.606,0.34,0,19.527718,0.004027,19.823229,0.056814,18.911476,0.045435,0.911753
7.8496,122.6868685757307,-12.7061558426666,122.68686411539,-12.706144976,-0.1054,0.1163,-0.979,0.116,2.445,0.117,0,17.895161,0.002994,18.215454,0.011996,17.439306,0.009624,0.776148
7.8543,122.7653502342273,-12.9124514296086,122.76533768124,-12.91243638072,0.4704,0.0481,-2.753,0.049,3.386,0.045,0,16.013346,0.0028,16.335859,0.004541,15.531238,0.005248,0.804622
7.8554,122.746197237593,-12.7352565119467,122.74619447633,-12.73525072528,0.0871,0.1945,-0.606,0.19,1.302,0.228,0,18.629183,0.003265,18.898796,0.019987,18.21892,0.02166,0.679876
7.8598,122.53324774109,-12.8827515625,122.53324774109,-12.8827515625,,,,,,,0,20.981936,0.018558,21.010206,0.451406,19.978067,0.14405,1.032139
7.8618,122.7076617920996,-12.9556041820478,122.70765907858,-12.95561768427,0.2734,0.6983,-0.595,0.613,-3.038,0.561,0,20.096672,0.005813,20.701584,0.118279,19.402899,0.050157,1.298685
7.864,122.6432869543254,-12.7036143712411,122.64326219262,-12.70360334902,0.8406,0.1146,-5.435,0.116,2.48,0.114,0,17.908117,0.003,18.635786,0.019431,17.004124,0.008337,1.631662
7.8644,122.5340064359085,-12.7831402333792,122.53398580455,-12.78313439338,0.5782,0.8989,-4.527,0.889,1.314,1.03,0,20.543577,0.007551,21.001003,0.088325,19.780804,0.078536,1.2202
7.8651,122.792317364714,-12.8376439166442,122.79230629239,-12.8376353522,0.1342,0.1702,-2.429,0.18,1.927,0.204,0,18.414633,0.003161,18.813614,0.044526,17.999706,0.038018,0.813908
7.8682,122.5264639114649,-12.806190158451,122.52645786324,-12.80620364734,0.724,0.0834,-1.327,0.078,-3.035,0.065,0,17.342545,0.002901,17.912659,0.027518,16.523582,0.009779,1.389076
7.8708,122.7672107058867,-12.7574098279054,122.76720236669,-12.75740035235,0.0816,0.4591,-1.83,0.391,2.132,0.465,0,19.684477,0.004526,20.488064,0.076767,18.882545,0.030318,1.605518
7.8709,122.7489974532686,-12.9304630446087,122.74898691037,-12.93046527572,0.7481,0.0208,-2.312,0.024,-0.502,0.02,0,14.365314,0.00277,14.62618,0.003162,13.953095,0.003937,0.673084
7.8729,122.546523978695,-12.9075011388638,122.54650524306,-12.90751325442,1.1687,0.4399,-4.109,0.43,-2.726,0.307,0,19.595814,0.004087,20.884802,0.09318,18.478407,0.022134,2.406395
7.8748,122.7765950830906,-12.7719845663089,122.77659345617,-12.77197731742,0.5773,0.1552,-0.357,0.153,1.631,0.174,0,18.229,0.003101,18.609537,0.020932,17.754181,0.020068,0.855356
7.8767,122.6716726685499,-12.9644875755955,122.67166745567,-12.96448130004,0.3826,0.7189,-1.143,0.632,1.412,0.589,0,20.168913,0.006072,20.681267,0.118657,19.60284,0.080418,1.078426
7.8781,122.6533779131426,-12.9651162863487,122.65336744631,-12.96511511746,-0.4778,0.8972,-2.295,0.977,0.263,0.778,0,20.352207,0.006816,20.686701,0.094736,19.691492,0.070107,0.995209
7.8815,122.7284521882895,-12.9458213427866,122.72844760969,-12.94581787612,0.5421,0.3772,-1.004,0.36,0.78,0.327,0,19.271847,0.004097,19.774549,0.051961,18.711956,0.039962,1.062593
7.8816,122.6571290529698,-12.9652562358511,122.65712573277,-12.96524596474,0.5181,0.1123,-0.728,0.117,2.311,0.09,0,17.713799,0.00294,18.075836,0.012256,17.193348,0.010488,0.882488
7.8857,122.550235040124,-12.9129625716166,122.5502603331,-12.91300227384,0.4887,0.0651,5.547,0.066,-8.933,0.047,0,16.822412,0.002811,17.13217,0.004654,16.351814,0.005155,0.780355
7.8858,122.5735021017245,-12.7314412085333,122.57349700759,-12.7314380352,0.2917,1.536,-1.118,1.357,0.714,1.481,0,20.776457,0.010459,20.498493,0.146621,19.427263,0.091904,1.07123
7.887,122.6083490817408,-12.956135339372,122.60833840094,-12.95613315715,0.224,0.1226,-2.342,0.121,0.491,0.101,0,17.854048,0.002971,18.340483,0.013397,17.228483,0.009807,1.112
7.8881,122.6053862019078,-12.95497329757,122.60538214304,-12.95497345757,0.4302,0.1335,-0.89,0.129,-0.036,0.097,0,17.715811,0.00296,18.243385,0.018145,17.037228,0.007607,1.206158
7.8891,122.5853927713572,-12.7230511926355,122.58538646541,-12.72305123708,0.0707,0.1602,-1.384,0.157,-0.01,0.157,0,18.560814,0.003115,18.917135,0.024414,18.084867,0.020496,0.832268
7.8899,122.613475695791,-12.9580445768344,122.61347176913,-12.95804517239,0.055,0.5493,-0.861,0.474,-0.134,0.398,0,19.780182,0.00486,20.045261,0.053224,19.20138,0.050833,0.843882
7.8905,122.7629158750145,-12.7513495953731,122.7629059229,-12.75135222204,0.7363,0.0275,-2.184,0.028,-0.591,0.029,0,15.101833,0.002835,15.430919,0.003738,14.609256,0.004402,0.821663
7.8924,122.7923227984709,-12.8223415668181,122.79230198158,-12.82232963793,0.2215,0.463,-4.567,0.412,2.684,0.366,0,19.365471,0.004216,20.078581,0.071606,18.453474,0.020084,1.625107
7.8948,122.7605593404,-12.74848227368,122.7605593404,-12.74848227368,,,,,,,0,20.90884,0.01603,21.599791,0.13499,20.196426,0.26974,1.403364
7.8949,122.6924423356954,-12.9610947007364,122.692431641,-12.96109727407,0.7366,0.0316,-2.345,0.033,-0.579,0.025,0,15.330624,0.002799,15.667725,0.003424,14.822502,0.004113,0.845222
7.8999,122.7911635427623,-12.8551977842819,122.79117616582,-12.85522792206,0.5132,0.0824,2.769,0.086,-6.781,0.087,0,17.133732,0.002856,17.771254,0.012328,16.395781,0.006632,1.375473
7.9016,122.7572464137679,-12.9231308780033,122.75724624049,-12.92314726467,0.0544,0.0945,-0.038,0.094,-3.687,0.099,0,17.446537,0.002882,17.890383,0.015614,16.820127,0.007913,1.070255
7.9158,122.598927144,-12.95262831035,122.598927144,-12.95262831035,,,,,,,0,20.809248,0.012494,20.856344,0.120983,20.080252,0.11254,0.776093
7.9173,122.5638876725267,-12.9287739285997,122.56386047185,-12.92878369749,0.7471,0.7916,-5.965,0.694,-2.198,0.561,0,20.253078,0.005808,21.254173,0.158114,19.01333,0.034873,2.240843
7.9184,122.7831651325397,-12.883984667582,122.7831547147,-12.88398128536,0.1373,0.0741,-2.285,0.075,0.761,0.078,0,16.899788,0.00286,17.271719,0.010673,16.3494,0.007511,0.922319
7.9217,122.77238235001,-12.90445212043,122.77238235001,-12.90445212043,,,,,,,0,21.309429,0.030816,,,,,
7.9243,122.7848709588776,-12.7878503389132,122.78486228598,-12.78784468558,0.092,0.8568,-1.903,0.789,1.272,0.858,0,20.279894,0.006522,20.770519,0.107962,19.516462,0.077806,1.254057
7.9245,122.5676433348677,-12.7354670511296,122.56761468788,-12.73545710002,1.3055,0.0578,-6.287,0.058,2.239,0.048,0,16.647762,0.002843,17.37921,0.007359,15.810358,0.00466,1.568851
7.9253,122.5743699168302,-12.7299295511398,122.57435894947,-12.72993171114,0.7845,0.0137,-2.407,0.014,-0.486,0.011,0,12.370461,0.002766,12.463492,0.002895,12.202998,0.003799,0.260494
7.9308,122.7757795331722,-12.8992274439055,122.77577659229,-12.89922900835,0.3364,0.051,-0.645,0.051,-0.352,0.051,0,16.199755,0.002793,16.535917,0.004241,15.707808,0.004792,0.82811
7.9345,122.6307599164831,-12.9634516574444,122.63075527371,-12.963452893,0.7014,0.4375,-1.018,0.395,-0.278,0.36,0,19.542898,0.004132,19.839485,0.049912,19.098986,0.036368,0.740499
7.9377,122.6955647551449,-12.7067921430604,122.69554544214,-12.70678535195,0.6039,0.2214,-4.239,0.227,1.528,0.273,0,18.765432,0.003534,19.292543,0.034377,18.088806,0.024744,1.203737
7.9401,122.5227293595463,-12.845549887213,122.52271615804,-12.84555199388,0.8085,0.1481,-2.896,0.143,-0.474,0.118,0,18.364874,0.003209,19.303244,0.025566,17.413712,0.008807,1.889532
7.9415,122.54268644316,-12.76394426828,122.54268644316,-12.76394426828,,,,,,,0,21.066668,0.02402,21.299898,0.218924,20.171745,0.178517,1.128153
7.9427,122.7895356883612,-12.8664292986311,122.78953142578,-12.86642398752,0.1653,0.3793,-0.935,0.34,1.195,0.307,0,19.330656,0.003998,19.871462,0.04394,18.861519,0.030924,1.009943
7.9432,122.7888624835578,-12.7988654905252,122.78884942123,-12.79886721497,0.4268,0.2304,-2.866,0.25,-0.388,0.264,0,18.850025,0.003564,20.160135,0.071347,17.789331,0.01625,2.370804
7.9487,122.7729227598495,-12.9044797406399,122.77291425619,-12.90447414064,0.2324,0.3226,-1.865,0.345,1.26,0.359,0,19.059183,0.003706,19.336143,0.029052,18.474504,0.034918,0.861639
7.9507,122.59768044832,-12.95268126017,122.59768044832,-12.95268126017,,,,,,,0,21.19281,0.024866,21.717823,0.25167,20.403038,0.396745,1.314785
7.9509,122.7258208235136,-12.9486917219953,122.72580978732,-12.94869364644,0.7432,0.0256,-2.42,0.026,-0.433,0.021,0,14.803314,0.002779,15.167887,0.003464,14.262745,0.003998,0.905142
7.9512,122.5270557999998,-12.7981904548239,122.52703861757,-12.79817509038,0.3455,0.1422,-3.77,0.138,3.457,0.112,0,18.36956,0.003076,18.791542,0.020885,17.719934,0.01605,1.071608
7.9513,122.6100659232566,-12.9579276826485,122.61005123819,-12.95792507376,0.7833,0.1885,-3.22,0.182,0.587,0.16,0,18.459148,0.003254,18.92757,0.029339,17.74243,0.021277,1.185141
7.9518,122.5505395690666,-12.9151760047976,122.55053091001,-12.91516150702,0.1979,0.1321,-1.899,0.137,3.262,0.098,0,18.078054,0.002944,18.530731,0.013658,17.485374,0.009472,1.045357
7.9529,122.7736966267259,-12.9033898967143,122.77368892559,-12.90339225227,0.2278,0.0301,-1.689,0.032,-0.53,0.029,0,15.215599,0.002768,15.603538,0.003324,14.660936,0.004018,0.942601
7.9545,122.5457959427698,-12.9088835809498,122.54580688145,-12.90893050095,0.9467,1.8713,2.399,2.03,-10.557,1.28,0,20.703979,0.010895,21.792034,0.200368,19.587425,0.062313,2.204609
7.9561,122.53560314904,-12.77594399868,122.53560314904,-12.77594399868,,,,,,,0,20.968502,0.016131,21.74505,0.176043,20.086567,0.116422,1.658484
7.9562,122.7907477860929,-12.8054117148043,122.7907378911,-12.80541399036,1.0261,0.1667,-2.171,0.181,-0.512,0.186,0,18.361027,0.003174,19.243881,0.034945,17.469593,0.013616,1.774288
7.9613,122.6090242928373,-12.9577246392451,122.60900863638,-12.95771744369,1.4988,0.4734,-3.433,0.398,1.619,0.332,0,19.393448,0.004227,19.894903,0.059209,18.592659,0.029587,1.302244
7.9744,122.7385481291225,-12.7267294900864,122.73853738972,-12.72673214342,0.8072,0.0185,-2.357,0.019,-0.597,0.02,0,11.758336,0.002766,11.825103,0.002866,11.631664,0.003794,0.193439
7.9781,122.5246970078431,-12.8055515917331,122.5246853353,-12.8055335384,1.1774,0.0321,-2.561,0.034,4.062,0.024,0,12.149945,0.002806,12.042531,0.071727,11.38648,0.076522,0.656051
7.9786,122.564980750024,-12.7365814902822,122.56498607209,-12.73657578806,1.8932,0.1583,1.168,0.166,1.283,0.122,0,16.455891,0.00356,16.801361,0.004898,15.768049,0.004971,1.033312
7.9795,122.5629539259071,-12.9293702057688,122.56294858608,-12.92936639688,0.1654,0.082,-1.171,0.082,0.857,0.06,0,17.227358,0.002836,17.520168,0.008591,16.77916,0.007647,0.741009
7.9815,122.7896022893039,-12.868776826775,122.78958501999,-12.86877195122,0.7002,0.1079,-3.788,0.114,1.097,0.113,0,17.69669,0.002943,18.220083,0.01298,17.037788,0.009245,1.182295
7.9816,122.7238763642848,-12.7174448424332,122.72386734297,-12.7174438691,0.2058,0.0662,-1.98,0.069,0.219,0.079,0,16.918871,0.002834,17.24061,0.006232,16.445112,0.005379,0.795498
7.9841,122.5247753429096,-12.8047579337793,122.52475640984,-12.80475693378,1.8665,0.6001,-4.154,0.541,0.225,0.526,0,18.873274,0.008527,,,,,
7.9883,122.7884472685298,-12.8732153431171,122.78838031912,-12.87322618757,1.894,0.2167,-14.685,0.209,-2.44,0.222,0,18.673361,0.003337,19.977497,0.06213,17.547796,0.013307,2.429701
7.9934,122.5258694751433,-12.7997261508732,122.52586018199,-12.79971577754,0.6433,0.0154,-2.039,0.017,2.334,0.012,0,13.931018,0.002763,14.171696,0.002848,13.540107,0.003835,0.631589
7.994,122.7492219733063,-12.933036981451,122.74921330451,-12.93303759034,1.239,0.8273,-1.901,0.708,-0.137,0.761,0,20.265615,0.006431,20.901138,0.23708,19.624493,0.152406,1.276646
7.9942,122.524483381539,-12.805241777812,122.52447318118,-12.80522643559,1.6333,0.0275,-2.238,0.029,3.452,0.021,0,11.946731,0.002854,11.882335,0.022938,11.234536,0.030688,0.647799
7.997,122.62428909493,-12.70470369169,122.62428909493,-12.70470369169,,,,,,,0,21.162716,0.039746,20.599754,0.617342,21.509674,0.44236,-0.90992
