_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
0.2107,254.7750844907811,-52.7149613938268,254.77506938447,-52.71500281605,0.8824,0.1303,-2.059,0.15,-9.32,0.114,0,17.966379,0.003239,18.267935,0.130189,16.75182,0.08615,1.516115
0.2228,254.77604494933,-52.71548034653,254.77604494933,-52.71548034653,,,,,,,0,19.069498,0.007925,,,,,
0.2291,254.78400530632,-52.71095915554,254.78400530632,-52.71095915554,,,,,,,0,20.902739,0.019569,21.403799,0.408495,19.966518,0.08661,1.437281
0.2305,254.7832784598165,-52.7139895931439,254.78326711016,-52.7140053487,0.1842,0.1575,-1.547,0.176,-3.545,0.134,0,18.451834,0.003126,19.190453,0.019193,17.615784,0.010423,1.574669
0.2354,254.7788964780735,-52.715799782189,254.77886437196,-52.71582608886,0.3503,0.8636,-4.376,1.218,-5.919,0.814,0,20.505352,0.007499,20.988604,0.526128,19.997065,0.424543,0.991539
0.2386,254.77136117999,-52.71173061474,254.77136117999,-52.71173061474,,,,,,,0,21.05735,0.018747,,,,,
0.2452,254.7754804665304,-52.715724114401,254.77544745804,-52.71574735885,0.5363,0.0231,-4.499,0.025,-5.23,0.019,0,14.448471,0.002762,15.059054,0.002976,13.697889,0.003898,1.361165
0.2505,254.77290470157,-52.70908009618,254.77290470157,-52.70908009618,,,,,,,0,20.842424,0.02516,,,,,
0.2514,254.7711114061487,-52.7125564735346,254.77107962522,-52.71257294465,-0.607,0.6066,-4.332,0.851,-3.706,0.641,0,20.078094,0.005066,20.580217,0.22213,19.728529,0.099297,0.851688
0.2661,254.7742079367649,-52.7080949877217,254.77418816741,-52.70812773439,-0.0231,0.2452,-2.695,0.265,-7.368,0.203,0,19.063929,0.003689,19.622719,0.038861,18.357075,0.01836,1.265644
0.2678,254.7710757734384,-52.7103252710592,254.77103695163,-52.71034723551,0.5654,0.0144,-5.292,0.015,-4.942,0.012,0,12.591891,0.002764,12.818052,0.003039,12.199114,0.003905,0.618938
0.2699,254.7708650996484,-52.7132736132924,254.77083323016,-52.71329570663,0.6783,0.3881,-4.344,0.408,-4.971,0.311,0,19.636105,0.004187,21.042524,0.092235,18.718317,0.024972,2.324207
0.2728,254.7777809688973,-52.7164783850572,254.77776096096,-52.71649037617,0.8249,0.7858,-2.727,1.235,-2.698,0.87,0,20.298786,0.00725,21.202257,0.148659,19.143419,0.055291,2.058838
0.2751,254.7801348920789,-52.7163142075765,254.78011721003,-52.7163319098,-0.2577,0.1786,-2.41,0.199,-3.983,0.15,0,18.686897,0.003203,19.433472,0.026771,17.873404,0.011909,1.560068
0.2768,254.7712902683944,-52.7096849971806,254.77125605406,-52.70970996163,0.4746,0.0526,-4.664,0.052,-5.617,0.042,0,16.074806,0.004781,15.679333,0.198697,14.981267,0.033241,0.698066
0.2808,254.7826647975589,-52.7082509595318,254.78268414152,-52.7082618262,0.0676,0.1598,2.637,0.192,-2.445,0.145,0,18.450953,0.003214,18.69462,0.042077,17.644022,0.005484,1.050598
0.2875,254.7846945369108,-52.7094235119932,254.78466564123,-52.70944644533,0.5615,0.0203,-3.939,0.022,-5.16,0.018,0,14.126759,0.002768,14.394166,0.002903,13.705989,0.00385,0.688177
0.2935,254.7722142453812,-52.7153613907899,254.77218570527,-52.71538965746,0.6883,0.6871,-3.89,0.913,-6.36,0.617,0,20.273554,0.00581,20.861055,0.110344,19.721251,0.057388,1.139805
0.2955,254.7828162759215,-52.7158678364775,254.78277907063,-52.71589218315,0.6247,0.0334,-5.071,0.038,-5.478,0.029,0,15.452114,0.00277,15.921823,0.003313,14.812453,0.004025,1.109369
0.296,254.7787511060832,-52.7070120425861,254.77871642438,-52.70703541148,0.5937,0.0198,-4.728,0.021,-5.258,0.016,0,14.192267,0.002772,14.607807,0.004456,13.556502,0.004145,1.051305
0.2978,254.772604990245,-52.7081415425452,254.77259581344,-52.70817070699,-0.0855,0.3084,-1.251,0.308,-6.562,0.246,0,19.287495,0.003564,19.750944,0.043319,18.666798,0.021367,1.084146
0.3018,254.7824254996096,-52.7077026442423,254.78241015374,-52.70771491091,0.4364,0.0873,-2.092,0.093,-2.76,0.071,0,17.353905,0.002873,17.714476,0.017387,16.606081,0.010405,1.108395
0.3047,254.7863243067775,-52.7119509626672,254.78629843928,-52.71196968267,1.6272,0.5018,-3.526,0.561,-4.212,0.426,0,20.064941,0.005225,20.75502,0.10983,19.322409,0.041555,1.432611
0.3081,254.7698097497374,-52.7104918175721,254.76977662783,-52.71051527091,0.5699,0.0248,-4.515,0.025,-5.277,0.019,0,14.424315,0.002773,14.772851,0.005826,13.731477,0.007613,1.041374
0.3084,254.7750910506543,-52.7167677034644,254.77508647235,-52.71679089902,-0.6604,0.515,-0.624,0.739,-5.219,0.553,0,19.929987,0.005197,20.583536,0.106794,18.81815,0.05367,1.765387
0.3121,254.7853416740747,-52.7145534833026,254.78531055199,-52.71458821664,0.8446,0.6674,-4.242,0.919,-7.815,0.649,0,20.320679,0.006198,,,,,
0.3123,254.77887002548,-52.71711785039,254.77887002548,-52.71711785039,,,,,,,0,20.87294,0.019816,,,,,
0.3154,254.7693826461101,-52.7110896783772,254.76934799051,-52.71111345616,0.6055,0.0454,-4.724,0.048,-5.35,0.037,0,15.404577,0.002813,15.756765,0.014745,14.696925,0.009267,1.05984
0.3196,254.78653533517,-52.71299476524,254.78653533517,-52.71299476524,,,,,,,0,20.601492,0.011199,20.459196,0.091747,18.909992,0.049181,1.549204
0.322,254.78657759701,-52.71306836327,254.78657759701,-52.71306836327,,,,,,,0,20.702396,0.024738,20.438902,0.206039,19.004782,0.171551,1.43412
0.3298,254.7836656953497,-52.7161851666457,254.78364343511,-52.71620814887,-0.4788,1.4742,-3.034,1.498,-5.171,1.317,0,20.604706,0.021379,20.266535,0.905742,17.897268,2.078769,2.369267
0.3393,254.7859826115189,-52.7147567318944,254.78597837825,-52.71479384745,0.1579,0.0562,-0.577,0.063,-8.351,0.047,0,16.623827,0.002801,17.291283,0.004669,15.800888,0.004904,1.490395
0.3413,254.7717721986657,-52.7076293559281,254.77175817321,-52.70765002704,-0.0318,1.1842,-1.912,1.425,-4.651,0.971,0,20.604996,0.011593,20.245958,0.611529,19.354492,0.412324,0.891466
0.3462,254.7697145483442,-52.7148454594396,254.76970487857,-52.71486765944,0.4971,1.2765,-1.318,1.469,-4.995,1.078,0,20.810463,0.011131,21.392988,0.162135,20.334784,0.20704,1.058205
0.3474,254.7866530599115,-52.7094939713373,254.7866006456,-52.70952736246,-0.4763,0.6942,-7.145,0.762,-7.513,0.583,0,20.439838,0.006534,20.840246,0.103662,19.607134,0.094983,1.233112
0.3488,254.7875473953217,-52.7117670515925,254.78750847686,-52.71178636271,0.6568,0.8719,-5.305,0.88,-4.345,0.722,0,20.570675,0.008335,20.986809,0.13036,19.798098,0.081312,1.188711
0.3495,254.7793395280891,-52.7061571985552,254.7793057493,-52.70618023856,0.759,0.0197,-4.605,0.02,-5.184,0.016,0,12.721862,0.002759,13.457442,0.002883,11.888606,0.003792,1.568836
0.3591,254.7680749868464,-52.7119716377449,254.76803659641,-52.71198936664,0.2714,0.2978,-5.233,0.351,-3.989,0.242,0,19.253839,0.003803,19.629642,0.062788,18.408451,0.031047,1.221191
0.3603,254.77441149936,-52.71756180869,254.77441149936,-52.71756180869,,,,,,,0,21.001377,0.018315,23.531311,0.557025,20.637934,0.276626,2.893377
0.362,254.78210021987,-52.7174200621,254.78210021987,-52.7174200621,,,,,,,0,21.082581,0.020679,,,,,
0.3641,254.77812524654,-52.71801073958,254.77812524654,-52.71801073958,,,,,,,0,20.707668,0.010449,20.618519,0.228224,19.30843,0.223956,1.310089
0.3665,254.7857647968657,-52.7081014230103,254.78575053652,-52.7080981119,-0.906,0.6059,-1.944,0.807,0.745,0.609,0,20.269426,0.005648,21.551258,0.169884,19.475399,0.044531,2.075859
0.3685,254.768634922391,-52.7094621653367,254.76863357994,-52.70947761867,0.5839,0.4067,-0.183,0.489,-3.477,0.338,0,19.398207,0.004327,19.430344,0.050211,18.003376,0.039123,1.426968
0.3721,254.7819766266706,-52.7062395835817,254.78195108531,-52.70624397914,0.2543,0.1265,-3.482,0.135,-0.989,0.102,0,18.091492,0.002993,18.623762,0.018144,17.342638,0.014027,1.281124
0.3777,254.76850323143,-52.70927896608,254.76850323143,-52.70927896608,,,,,,,0,20.902308,0.014836,,,,,
0.389,254.7827276012197,-52.7177133942665,254.78270382874,-52.71774362538,0.0994,0.3562,-3.24,0.419,-6.802,0.317,0,19.593761,0.004079,20.137136,0.061741,18.958723,0.027031,1.178413
0.3904,254.76949874888,-52.70790260401,254.76949874888,-52.70790260401,,,,,,,0,15.510994,0.014002,15.619815,0.004377,14.52748,0.004116,1.092335
0.3938,254.7697721496489,-52.7162279972201,254.76973247884,-52.71624393056,0.002,0.4625,-5.407,0.484,-3.585,0.37,0,19.791613,0.004882,20.415512,0.073334,18.571966,0.027588,1.843546
0.3963,254.7872798090886,-52.7085251387618,254.78726062639,-52.70854068543,0.6131,0.8744,-2.615,0.891,-3.498,0.734,0,20.55761,0.008183,21.189354,0.161233,19.848511,0.086128,1.340843
0.3975,254.7729277290311,-52.7060467709928,254.77288631436,-52.706061651,0.2884,0.2747,-5.646,0.341,-3.348,0.231,0,19.220373,0.003665,19.93301,0.040211,18.554119,0.026301,1.378891
0.3976,254.7883207324701,-52.714023217439,254.78829322769,-52.71404091522,0.2598,0.0191,-3.749,0.021,-3.982,0.016,0,14.081529,0.002761,14.862336,0.002902,13.219818,0.003802,1.642518
0.4028,254.7669773784754,-52.7109223604933,254.76696077701,-52.71093731605,-0.55,0.7984,-2.263,1.119,-3.365,0.708,0,20.465153,0.006818,21.293661,0.18789,19.868086,0.15539,1.425575
0.4038,254.77892179126,-52.70524190434,254.77892179126,-52.70524190434,,,,,,,0,20.868834,0.018045,,,,,
0.4044,254.7684754082805,-52.708388952706,254.76844051275,-52.7084129616,0.4929,0.0662,-4.757,0.082,-5.402,0.06,0,16.319317,0.002949,16.833698,0.007342,15.496469,0.00559,1.337229
0.4076,254.7738722882995,-52.7055903031025,254.77388656983,-52.70560504977,0.0804,0.1281,1.947,0.144,-3.318,0.111,0,17.976078,0.00299,18.53706,0.011289,17.332047,0.011073,1.205013
0.4087,254.7688408331776,-52.7158974523447,254.76880532268,-52.71593513235,0.2027,0.948,-4.84,1.41,-8.478,0.885,0,20.633564,0.008352,22.461582,0.121165,19.757244,0.104941,2.704338
0.4091,254.769563607586,-52.7073687747001,254.7695275392,-52.70740005915,0.3023,0.366,-4.917,0.41,-7.039,0.322,0,19.420792,0.008002,,,,,
0.413,254.78889556106,-52.7137164973,254.78889556106,-52.7137164973,,,,,,,0,20.441549,0.022736,,,,,
0.424,254.77799717736,-52.71901073412,254.77799717736,-52.71901073412,,,,,,,0,21.129871,0.025215,20.809328,0.522042,20.621836,0.267167,0.187492
0.4258,254.7701507093512,-52.7066353727234,254.77012803587,-52.70664437717,0.0773,0.5436,-3.091,0.605,-2.026,0.47,0,20.092707,0.005051,20.736679,0.118823,19.589046,0.06883,1.147633
0.426,254.7790052887,-52.70487453853,254.7790052887,-52.70487453853,,,,,,,0,20.866426,0.017628,19.850079,0.192218,19.180264,0.081404,0.669815
0.4271,254.7896416126557,-52.7113387842281,254.78962826093,-52.71136337534,-0.5736,0.5539,-1.82,0.615,-5.533,0.482,0,20.10832,0.005486,21.08271,0.084991,19.651989,0.041901,1.430721
0.4272,254.7661872550846,-52.7117804741305,254.76616702188,-52.71179013191,0.2818,0.0948,-2.758,0.099,-2.173,0.076,0,17.540548,0.002894,18.079447,0.008709,16.782284,0.006615,1.297163
0.4297,254.77519735859,-52.70497450366,254.77519735859,-52.70497450366,,,,,,,0,21.105143,0.021497,22.014341,0.110768,19.759233,0.22214,2.255108
0.44,254.7666480565649,-52.7092602546484,254.76663753708,-52.70928384576,0.0594,0.2068,-1.434,0.222,-5.308,0.171,0,18.776081,0.003642,19.004354,0.047799,17.802633,0.030662,1.201721
0.4406,254.76609181037,-52.71033361518,254.76609181037,-52.71033361518,,,,,,,0,21.012911,0.034938,,,,,
0.4419,254.7890707646321,-52.7089606517018,254.78903659488,-52.70896958504,0.3633,0.0971,-4.658,0.109,-2.01,0.081,0,17.643362,0.002897,18.26194,0.009337,16.968023,0.006364,1.293917
0.4515,254.7794107807127,-52.7193904141591,254.77938900311,-52.71941662305,-0.0973,1.5703,-2.968,2.502,-5.897,1.523,0,20.697025,0.009804,21.261095,0.217493,19.388357,0.127643,1.872738
0.4526,254.7881270112465,-52.716251844972,254.78810907243,-52.71627811164,0.1639,0.1084,-2.445,0.119,-5.91,0.091,0,17.83279,0.002912,18.525719,0.010669,17.070684,0.008753,1.455034
0.4607,254.7895210438242,-52.7150542307761,254.78948659784,-52.71507927967,0.6278,0.0634,-4.695,0.07,-5.636,0.054,0,16.178297,0.002858,16.715734,0.004423,15.435834,0.00439,1.279901
0.4717,254.7761438632823,-52.7197064222571,254.77610880461,-52.71972984004,0.5371,0.0388,-4.778,0.044,-5.269,0.034,0,15.784852,0.002775,16.25214,0.003423,15.155239,0.004077,1.096901
0.4752,254.77344162084,-52.7045031927,254.77344162084,-52.7045031927,,,,,,,0,21.129187,0.023245,22.234261,0.414216,21.028419,0.487952,1.205841
0.4752,254.7831014513339,-52.7046561479952,254.7830829965,-52.70466876133,-1.9648,0.5775,-2.516,0.677,-2.838,0.528,0,20.081711,0.005443,20.781067,0.086628,19.381529,0.066208,1.399538
0.477,254.7856740983246,-52.705517103465,254.78565446217,-52.7055245568,-0.4507,0.7827,-2.677,0.815,-1.677,0.625,0,20.423613,0.006881,21.22924,0.098628,19.94277,0.073901,1.28647
0.4779,254.78879994612,-52.70747688981,254.78879994612,-52.70747688981,,,,,,,0,20.954802,0.015537,21.560308,0.381007,20.020056,0.207657,1.540253
0.4844,254.76734533045,-52.70702938645,254.76734533045,-52.70702938645,,,,,,,0,20.261902,0.034158,17.800125,0.132143,16.852057,0.241925,0.948069
0.4876,254.7648149835379,-52.7136585941842,254.76480711147,-52.71367030974,0.3538,0.4381,-1.073,0.506,-2.636,0.401,0,19.913044,0.004734,21.103977,0.094304,19.327957,0.037427,1.77602
0.4882,254.7654695947855,-52.7089134810071,254.76543453745,-52.70893933879,0.6402,0.0351,-4.779,0.037,-5.818,0.028,0,15.510672,0.002771,15.960724,0.003401,14.868544,0.004075,1.09218
0.4885,254.7877048224449,-52.7175051945917,254.78769407352,-52.71753077237,0.4912,0.1404,-1.465,0.158,-5.755,0.122,0,18.292253,0.003031,19.020163,0.018327,17.555065,0.011436,1.465097
0.4917,254.7914440003242,-52.7116345635419,254.79143488881,-52.71165186132,0.4987,0.7143,-1.242,0.751,-3.892,0.565,0,20.404362,0.006265,21.399889,0.058737,20.039877,0.226686,1.360012
0.4922,254.7730794597991,-52.7195616229687,254.77305030059,-52.71959892075,1.2771,0.5455,-3.974,0.616,-8.392,0.485,0,20.102633,0.005252,21.200201,0.119963,19.624153,0.063392,1.576048
0.4986,254.7676356168928,-52.7173988012964,254.76760221093,-52.71742297019,0.6404,0.0225,-4.553,0.025,-5.438,0.019,0,14.33774,0.002766,14.787919,0.003522,13.685699,0.004012,1.10222
0.4996,254.7781746481572,-52.7202416177805,254.77813994126,-52.72027058223,0.6457,0.4662,-4.73,0.496,-6.517,0.401,0,19.787062,0.005273,,,,,
0.5011,254.7916944444653,-52.7124819714607,254.7916695157,-52.71252227813,0.3148,0.5725,-3.398,0.641,-9.069,0.489,0,20.16641,0.005569,20.83544,0.084813,19.524382,0.059322,1.311058
0.5013,254.77691181591,-52.70361099014,254.77691181591,-52.70361099014,,,,,,,0,20.961637,0.071275,21.199183,0.264504,19.986099,0.361231,1.213083
0.5034,254.76482549087,-52.70920938936,254.76482549087,-52.70920938936,,,,,,,0,20.502287,0.015708,,,,,
0.5061,254.77189105396,-52.7043405857,254.77189105396,-52.7043405857,,,,,,,0,20.934408,0.016669,21.618277,0.324034,20.371157,0.259199,1.24712
0.5063,254.791730153281,-52.710747950478,254.79170818192,-52.71075923048,0.0188,0.1111,-2.995,0.123,-2.538,0.093,0,17.890076,0.002928,18.380434,0.01027,17.282938,0.007095,1.097496
0.5067,254.7878759400901,-52.7059851589563,254.78783185546,-52.70600815452,0.2037,0.2093,-6.01,0.242,-5.174,0.179,0,18.913872,0.003435,19.470011,0.026174,18.000706,0.017187,1.469305
0.5106,254.7911845775364,-52.7147767196914,254.79114574443,-52.71480518192,0.0307,0.1393,-5.293,0.155,-6.404,0.118,0,18.276999,0.003013,18.857916,0.018511,17.56208,0.009159,1.295835
0.5109,254.76493928182,-52.70867377257,254.76493928182,-52.70867377257,,,,,,,0,20.580332,0.016963,,,,,
0.5113,254.7747998682518,-52.7202245574462,254.77476579974,-52.72024892634,0.6546,0.0755,-4.643,0.088,-5.483,0.07,0,17.038038,0.00285,17.726091,0.008611,16.234041,0.005735,1.49205
0.5147,254.7776107091258,-52.7204919026211,254.77759419207,-52.7205199204,0.0862,0.3264,-2.251,0.468,-6.304,0.325,0,18.897362,0.004656,19.184698,0.051534,17.602146,0.041434,1.582552
0.5153,254.7876435857023,-52.7056743630742,254.78763572241,-52.70569255863,0.2338,0.6923,-1.072,1.579,-4.094,1.098,0,20.126686,0.005774,,,,,
0.5187,254.7758966730004,-52.7204914511686,254.77590411338,-52.72050276228,0.1512,0.2799,1.014,0.306,-2.545,0.245,0,19.294416,0.003647,19.677937,0.018471,18.45956,0.129573,1.218376
0.5222,254.7667587248654,-52.7173998970886,254.76676751475,-52.7174330082,1.0588,0.6751,1.198,0.572,-7.45,0.644,0,19.237244,0.006991,,,,,
0.5236,254.7660203976833,-52.7070270772371,254.76598943501,-52.70705076613,0.6059,0.0147,-4.221,0.016,-5.33,0.012,0,12.226448,0.002764,12.943387,0.002906,11.404403,0.003829,1.538984
0.5257,254.7864045325326,-52.7190184936269,254.78638299725,-52.71904804474,1.1293,0.436,-2.935,0.503,-6.649,0.38,0,19.910746,0.00486,,,,,
0.5312,254.79251494751,-52.71235431842,254.79251494751,-52.71235431842,,,,,,,0,20.706799,0.012584,,,,,
0.5399,254.78551112135,-52.7042118136,254.78551112135,-52.7042118136,,,,,,,0,20.9977,0.018332,21.021984,0.003739,19.965492,0.053043,1.056492
0.54,254.78261555667,-52.72048161782,254.78261555667,-52.72048161782,,,,,,,0,22.054752,0.091594,,,,,
0.5446,254.7924600834493,-52.709689046032,254.79243612461,-52.70970952159,0.4498,0.491,-3.266,0.622,-4.607,0.421,0,19.990902,0.005061,20.847269,0.071522,19.301807,0.032482,1.545462
0.5474,254.78623185197,-52.70433761033,254.78623185197,-52.70433761033,,,,,,,0,20.790722,0.010966,21.253044,0.147314,19.675861,0.083841,1.577183
0.548,254.7672051488047,-52.7183374428636,254.76717814024,-52.7183546962,-0.5349,0.7583,-3.681,0.984,-3.882,0.624,0,19.949553,0.007861,18.521069,0.397269,17.368021,0.289633,1.153048
0.5493,254.7860063488711,-52.7196772274375,254.78602483941,-52.71966949855,0.4875,0.2015,2.52,0.209,1.739,0.159,0,18.456928,0.00319,19.360491,0.048315,17.359089,0.030271,2.001402
0.5494,254.7663953274738,-52.7178173306795,254.76636082061,-52.71784644624,0.4205,0.2945,-4.703,0.324,-6.551,0.253,0,13.791801,0.003439,14.00899,0.012806,12.715757,0.009125,1.293233
0.5507,254.7631782160121,-52.7098813333385,254.76314443434,-52.70990508001,0.6422,0.0407,-4.605,0.045,-5.343,0.035,0,15.910734,0.002777,16.39563,0.003414,15.266377,0.004077,1.129252
0.5526,254.7628348468771,-52.7130099388825,254.76282041619,-52.71303792555,0.3459,0.3751,-1.967,0.418,-6.297,0.322,0,19.771112,0.004404,20.95616,0.075701,19.200617,0.034295,1.755543
0.5542,254.7893483636826,-52.7058189815556,254.78934865709,-52.705832906,-0.0477,0.4712,0.04,0.625,-3.133,0.421,0,19.98502,0.004884,21.726013,0.180884,19.045446,0.046881,2.680567
0.5561,254.7651411820503,-52.7170333449155,254.76513917903,-52.71704154936,0.4934,0.5302,-0.273,0.701,-1.846,0.511,0,19.505999,0.004973,19.060167,0.075656,17.835522,0.04591,1.224646
0.5584,254.7782616967959,-52.7212276137922,254.77822535279,-52.72124987602,0.6165,0.0329,-4.953,0.038,-5.009,0.03,0,15.343889,0.002768,15.809915,0.003309,14.698153,0.004178,1.111761
0.5587,254.769934336775,-52.7039411004294,254.76992197752,-52.70399266043,0.6307,0.3023,-1.685,0.327,-11.601,0.253,0,19.457165,0.003818,20.441965,0.054061,18.71332,0.027254,1.728645
0.5605,254.771133262961,-52.7203013600844,254.77110061055,-52.7203233912,0.5768,0.1164,-4.45,0.125,-4.957,0.099,0,17.871862,0.002961,18.693419,0.015039,17.109644,0.007804,1.583775
0.5611,254.7932659650489,-52.7130382854902,254.79324420529,-52.71305062327,-0.0137,0.2833,-2.966,0.349,-2.776,0.292,0,19.261738,0.004229,19.50341,0.057172,18.284225,0.036692,1.219185
0.5611,254.78126392166,-52.72107370643,254.78126392166,-52.72107370643,,,,,,,0,21.310638,0.067227,,,,,
0.5642,254.76597270014,-52.71795099668,254.76597270014,-52.71795099668,,,,,,,0,14.537025,0.002857,,,,,
0.5644,254.7928469562115,-52.7145696409607,254.79281718406,-52.71459015652,0.7113,0.0628,-4.058,0.069,-4.616,0.053,0,16.816355,0.00281,17.367336,0.008487,16.108734,0.004755,1.258602
0.5666,254.7845271698476,-52.7033615689433,254.78450376459,-52.70338597339,-0.8901,0.5322,-3.191,0.613,-5.491,0.479,0,20.065836,0.005264,20.588413,0.111808,19.182291,0.071829,1.406122
0.5666,254.7900244091231,-52.7178894902118,254.78998661513,-52.71792071244,-0.875,0.5209,-5.151,1.252,-7.025,0.813,0,19.848385,0.004647,,,,,
0.5692,254.76939401772,-52.71990389519,254.76939401772,-52.71990389519,,,,,,,0,21.109909,0.025835,21.438251,0.167724,20.283377,0.469313,1.154875
0.572,254.76254628113,-52.71399060957,254.76254628113,-52.71399060957,,,,,,,0,20.775721,0.011273,21.501251,0.206688,20.626041,0.226581,0.87521
0.5755,254.7658104775,-52.70576429815,254.7658104775,-52.70576429815,,,,,,,0,20.812969,0.02277,21.607101,0.13652,19.183777,0.095561,2.423325
0.5762,254.7631492138095,-52.7153639886433,254.7631165064,-52.71538661087,0.6713,0.0823,-4.458,0.085,-5.09,0.066,0,17.168919,0.002821,17.825726,0.019464,16.309914,0.007206,1.515812
0.5819,254.7638271979894,-52.7073525435815,254.7638062553,-52.70736329025,-0.1836,0.2324,-2.855,0.231,-2.418,0.187,0,18.484732,0.003742,18.791485,0.044582,17.147179,0.032133,1.644306
0.5825,254.7634467449645,-52.716052481488,254.76341510089,-52.71607721927,0.5547,0.1032,-4.313,0.109,-5.566,0.083,0,17.636688,0.002904,18.299101,0.03973,16.778976,0.006246,1.520124
0.5841,254.79099761663,-52.71759942375,254.79099761663,-52.71759942375,,,,,,,0,21.014072,0.020704,,,20.229767,0.442671,
0.5866,254.7889918938236,-52.7047937294363,254.7889581601,-52.70481597833,0.6414,0.0875,-4.599,0.093,-5.006,0.07,0,17.395306,0.002858,18.053061,0.009888,16.662626,0.00565,1.390434
0.5891,254.7795014506656,-52.7021603333166,254.77950572672,-52.70217366665,0.0377,0.132,0.583,0.146,-3.0,0.116,0,18.041574,0.003038,18.519157,0.012725,17.277319,0.008877,1.241838
0.5904,254.7902162502768,-52.7183735332428,254.79018194108,-52.71839683547,0.6497,0.0363,-4.676,0.042,-5.243,0.033,0,15.59549,0.002777,16.047411,0.003598,14.959653,0.004224,1.087758
