_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
14.6112,97.6245903688567,-31.1379102958782,97.62460358912,-31.13793396699,0.0327,0.0352,0.8985,0.0418,2.546,0.046,-5.326,0.045,0,16.425598,0.002805,16.939339,0.005224,15.765967,0.005216,1.173371
14.6113,97.5599350964492,-31.4806607053536,97.5599498606,-31.48062098091,0.0186,0.0213,2.2264,0.0234,2.833,0.024,8.938,0.026,0,15.44856,0.002782,16.133862,0.003879,14.646183,0.004157,1.487679
14.6117,97.1259161047828,-31.3623291355233,97.12587822859,-31.36226820664,0.5182,0.7675,-1.3045,0.7907,-7.277,0.641,13.709,1.069,0,20.644024,0.009014,21.222609,0.12509,19.508583,0.081056,1.714025
14.6149,97.510416465471,-31.0592804927311,97.51041488305,-31.05927834162,0.2206,0.2632,0.0165,0.3068,-0.305,0.306,0.484,0.305,0,19.697575,0.004597,20.222921,0.062744,19.076372,0.043201,1.146549
14.6198,97.1100266131668,-31.2728149280945,97.11009632921,-31.27292551478,0.055,0.0632,1.8913,0.0714,13.407,0.074,-24.882,0.077,0,17.499929,0.002908,18.544952,0.017356,16.513668,0.007808,2.031284
14.6208,97.2718650660227,-31.0622405978722,97.27186223833,-31.06221757565,0.3666,0.419,1.2436,0.4988,-0.545,0.486,5.18,0.47,0,20.224365,0.005985,20.811937,0.086936,19.478136,0.075516,1.333801
14.6239,97.6332486053102,-31.1482717449439,97.63328837949,-31.14824782495,0.1166,0.1173,1.4462,0.1409,7.659,0.177,5.382,0.151,0,18.581347,0.003433,19.959005,0.068277,17.450939,0.009507,2.508066
14.6268,97.6381600697154,-31.4096396863522,97.63815749719,-31.40962910413,0.2894,0.3364,0.1751,0.4275,-0.494,0.398,2.381,0.419,0,19.998753,0.005143,20.326195,0.114345,19.321819,0.069352,1.004375
14.6276,97.1492653487194,-31.4060014574111,97.14926476029,-31.4059948263,0.0673,0.079,0.2923,0.0931,-0.113,0.091,1.492,0.097,0,18.079247,0.002978,18.533861,0.01947,17.461712,0.011409,1.072149
14.6315,97.1190710510169,-31.2201413147155,97.1190682394,-31.22013459916,0.2461,0.2852,0.3076,0.3368,-0.541,0.337,1.511,0.34,0,19.833641,0.004558,20.733778,0.082738,18.991844,0.037964,1.741934
14.635,97.28608943922,-31.05653117199,97.28608943922,-31.05653117199,3.9081,4.896,,,,,,,0,21.138586,0.035647,20.543995,0.23352,20.20562,0.19978,0.338375
14.6362,97.421204770591,-31.5248684938633,97.42120165786,-31.52485416053,0.013,0.0141,0.1003,0.0165,-0.597,0.017,3.225,0.018,0,14.660198,0.002763,15.17085,0.002964,13.995073,0.003852,1.175776
14.6372,97.5998956533654,-31.1116082196628,97.59864018545,-31.11115260797,0.0121,0.0137,18.4974,0.0155,-241.849,0.017,102.514,0.019,0,14.199755,0.002787,15.468068,0.003348,13.090987,0.003849,2.377081
14.6394,97.1304106597142,-31.1906024256599,97.13040623319,-31.19057658566,0.132,0.1557,0.2633,0.1826,-0.852,0.182,5.814,0.186,0,18.9597,0.003467,19.440369,0.041477,18.345602,0.020143,1.094767
14.6396,97.2906283599594,-31.0548968702766,97.29062533534,-31.05488380361,0.192,0.2159,-0.2284,0.2591,-0.583,0.277,2.94,0.265,0,19.575222,0.004122,19.949715,0.052903,19.106348,0.034104,0.843367
14.6452,97.187695444176,-31.4500196964711,97.18769389687,-31.45000834536,0.0137,0.0157,0.7099,0.0186,-0.297,0.018,2.554,0.019,0,14.910512,0.002767,15.194103,0.002977,14.459709,0.003959,0.734394
14.6515,97.2006259210945,-31.1031069106366,97.20063077436,-31.10310440397,0.0511,0.0538,0.0856,0.065,0.935,0.07,0.564,0.069,0,17.426945,0.00287,17.873325,0.008827,16.816927,0.007519,1.056398
14.6537,97.2091742330975,-31.0965472499233,97.2091721985,-31.09653491659,0.196,0.2026,0.0827,0.2531,-0.392,0.287,2.775,0.252,0,19.457327,0.004311,20.069277,0.048897,18.751698,0.023839,1.317579
14.6543,97.1190191146886,-31.2188284217333,97.11901706707,-31.2188211684,0.5445,0.698,0.5291,0.8411,-0.394,0.73,1.632,0.848,0,20.67638,0.009433,21.374117,0.168772,19.457062,0.074217,1.917055
14.6596,97.2411618524527,-31.4879741495142,97.24118066219,-31.48798495396,0.0565,0.0622,0.3583,0.075,3.609,0.074,-2.431,0.078,0,17.690872,0.002909,18.202759,0.010601,17.045698,0.008219,1.157061
14.6608,97.3591264162868,-31.5243881463044,97.35904882261,-31.52435692855,0.0216,0.0231,1.4236,0.0274,-14.882,0.03,7.024,0.029,0,15.433095,0.002773,15.966659,0.003695,14.737654,0.004017,1.229005
14.6616,97.2171043426737,-31.090710282191,97.21708629192,-31.09077449997,0.0199,0.0213,1.3246,0.0256,-3.478,0.028,-14.449,0.027,0,15.62167,0.002775,16.166687,0.004128,14.926505,0.004141,1.240182
14.665,97.1092822475746,-31.2713672082764,97.10928980302,-31.27136710161,0.3673,0.4247,0.8941,0.5034,1.453,0.457,0.024,0.492,0,20.128332,0.006215,20.820234,0.160077,19.197641,0.06798,1.622593
14.6671,97.661097178775,-31.19256143507,97.66110015583,-31.19255867507,0.2675,0.3291,-0.1248,0.4171,0.573,0.375,0.621,0.402,0,19.865078,0.005179,20.299652,0.074045,19.254345,0.053091,1.045307
14.6683,97.4867021677167,-31.0504289371853,97.48669420447,-31.05040510163,0.1437,0.1709,0.6426,0.2041,-1.535,0.202,5.363,0.194,0,19.090773,0.00353,19.853424,0.054783,18.337217,0.022294,1.516207
14.6689,97.3143941757725,-31.5165422110231,97.3143862252,-31.51654415769,0.2779,0.3096,0.2284,0.3753,-1.525,0.369,-0.438,0.357,0,20.004051,0.005116,20.51429,0.095595,19.313358,0.049875,1.200932
14.6704,97.1534935521077,-31.4132704332978,97.1535102273,-31.41327962441,0.3498,0.4414,0.1332,0.5069,3.202,0.508,-2.068,0.59,0,20.317307,0.006147,20.97295,0.109097,19.256184,0.034666,1.716766
14.6718,97.34889916935,-31.0406180383,97.34889916935,-31.0406180383,1.4034,1.6196,,,,,,,0,21.002579,0.014913,21.030699,0.213598,20.4993,0.13566,0.531399
14.6775,97.446038636396,-31.5226791210588,97.44603352684,-31.52266027217,0.6001,0.663,-0.6617,0.8535,-0.98,0.742,4.241,0.794,0,20.72336,0.009032,21.374668,0.19364,19.617611,0.06604,1.757057
14.6777,97.255509996277,-31.4956421179588,97.25550619128,-31.49563366907,0.4516,0.5365,0.0435,0.6259,-0.73,0.646,1.901,0.825,0,20.49144,0.006891,20.851612,0.08136,19.825005,0.076491,1.026608
14.6792,97.5479316547368,-31.4888487333594,97.54795876728,-31.48883647114,0.1803,0.208,1.3574,0.2407,5.202,0.237,2.759,0.248,0,19.464678,0.004067,20.836309,0.088461,18.280834,0.016337,2.555475
14.6809,97.1209076439189,-31.3529562014755,97.12091023571,-31.35294116592,0.7047,1.1396,0.4418,1.2218,0.498,0.947,3.383,1.406,0,20.770407,0.008321,21.691849,0.140041,19.986916,0.076157,1.704933
14.683,97.66169974657,-31.37129955498,97.66169974657,-31.37129955498,1.4597,1.621,,,,,,,0,20.963663,0.016804,21.640198,0.304917,19.649725,0.14389,1.990473
14.6836,97.1702284171274,-31.1305630413869,97.17016767924,-31.13057973029,1.1103,1.3578,1.2591,1.5326,-11.698,2.298,-3.755,1.939,0,20.848896,0.013867,21.001972,0.130375,19.574083,0.105926,1.427889
14.6849,97.30087390663,-31.51313059943,97.30087390663,-31.51313059943,20.477,24.2404,,,,,,,0,21.078733,0.0267,21.676811,0.274461,19.881311,0.066613,1.7955
14.6872,97.6777714688695,-31.3212516159555,97.67776944504,-31.3212489804,0.8323,0.9699,0.3766,1.3007,-0.389,1.426,0.593,1.551,0,20.774521,0.010318,21.112133,0.240775,19.691412,0.114305,1.420721
14.6902,97.4894570879486,-31.0508127914139,97.48943610847,-31.05082739586,0.0289,0.0314,0.837,0.0372,-4.044,0.039,-3.286,0.037,0,16.406788,0.002795,16.891068,0.005608,15.768168,0.00462,1.122899
14.6922,97.2276575600902,-31.4808626060547,97.22767262654,-31.4808280505,0.0332,0.0364,0.4792,0.044,2.891,0.044,7.775,0.047,0,16.731272,0.002806,17.149351,0.005374,16.142546,0.005376,1.006805
14.6965,97.2803789622899,-31.5065175680821,97.28037261294,-31.50649462586,0.1311,0.1464,0.4053,0.1729,-1.218,0.179,5.162,0.181,0,18.953125,0.003444,19.382353,0.027036,18.387474,0.026827,0.994879
14.6985,97.56857126824,-31.08710236689,97.56857126824,-31.08710236689,8.478,8.8,,,,,,,0,21.214725,0.029225,21.162031,0.512901,19.680439,0.04679,1.481592
14.7004,97.6128364393512,-31.1228560250674,97.61282595204,-31.12283880729,0.1208,0.1278,0.0752,0.1498,-2.02,0.173,3.874,0.162,0,18.756342,0.003276,19.206537,0.044068,18.141565,0.022272,1.064972
14.7006,97.1258537375781,-31.36662275831,97.12585479943,-31.36661543831,0.1149,0.147,0.1823,0.1689,0.204,0.157,1.647,0.186,0,18.941372,0.003445,19.424271,0.030871,18.35498,0.021446,1.06929
14.7006,97.1090228295991,-31.2649879259367,97.10902497701,-31.26497689927,0.1508,0.1725,-0.0353,0.2031,0.413,0.208,2.481,0.205,0,19.201624,0.003629,19.624474,0.038329,18.712748,0.028999,0.911726
14.7008,97.4238993707046,-31.0381954907598,97.42389247184,-31.03818185076,0.0395,0.0434,0.2214,0.0507,-1.33,0.055,3.069,0.053,0,17.018131,0.002827,17.368006,0.005639,16.518803,0.005893,0.849203
14.7045,97.2531530310936,-31.4950420256633,97.25315124849,-31.49501497233,0.4885,0.5851,1.0351,0.6769,-0.342,0.619,6.087,0.674,0,20.606426,0.008381,21.07283,0.111739,19.883417,0.065031,1.189413
14.7062,97.3224395344738,-31.5190705134522,97.32241566647,-31.51908902901,0.2175,0.2356,0.9207,0.2891,-4.578,0.299,-4.166,0.283,0,19.674891,0.004428,20.647949,0.076286,18.650385,0.030308,1.997564
14.7068,97.6374840539537,-31.1512729265337,97.63747044233,-31.15125188209,0.4638,0.4718,0.256,0.5621,-2.621,0.653,4.735,0.555,0,20.308884,0.006932,20.713278,0.133545,19.541119,0.077382,1.172159
14.7069,97.1084755257097,-31.271387203,97.10847353415,-31.271341163,0.1882,0.21,1.1351,0.2429,-0.383,0.274,10.359,0.251,0,19.264273,0.004022,20.453979,0.070976,18.236074,0.020885,2.217905
14.7091,97.3259095170895,-31.0440537056197,97.32591791036,-31.04402698562,0.0956,0.1059,0.6394,0.1223,1.618,0.137,6.012,0.13,0,18.517162,0.003115,19.103508,0.02333,17.815094,0.014999,1.288414
14.712,97.66729447233,-31.20496783112,97.66729447233,-31.20496783112,1.8674,5.3296,,,,,,,0,21.2211,0.026491,21.031292,0.249113,20.616913,0.492375,0.414379
14.7134,97.3407287604373,-31.0411553401711,97.34073073679,-31.04115890906,0.0483,0.0529,0.5731,0.061,0.381,0.069,-0.803,0.065,0,17.394068,0.002874,17.859192,0.011119,16.764683,0.006933,1.094509
14.715,97.3849305298726,-31.5270593768776,97.38492359515,-31.5270438791,0.0508,0.0543,0.6735,0.0649,-1.33,0.071,3.487,0.071,0,17.464684,0.002885,18.075031,0.013508,16.725504,0.006936,1.349527
14.7152,97.1539246900434,-31.1491412485609,97.15391770522,-31.14912969745,0.0647,0.071,0.0071,0.0843,-1.345,0.089,2.599,0.092,0,17.821901,0.002951,18.101316,0.016242,17.369835,0.010825,0.731482
14.7171,97.27363408947,-31.05972632178,97.27363408947,-31.05972632178,4.0572,4.9781,,,,,,,0,21.079563,0.024348,21.216166,0.437881,20.083395,0.115503,1.132771
14.7203,97.1282303777577,-31.3728475730689,97.12822749391,-31.37283788418,0.2435,0.3045,0.4404,0.3387,-0.554,0.331,2.18,0.372,0,19.794266,0.004301,20.631222,0.087306,18.964479,0.032246,1.666742
14.7216,97.156175842829,-31.4183567096456,97.15617729066,-31.41834023409,0.0538,0.0629,0.8481,0.0736,0.278,0.076,3.707,0.079,0,17.406404,0.002946,17.979311,0.010723,16.668234,0.006803,1.311077
14.7244,97.1266911101858,-31.1947970027433,97.12669045553,-31.19478870941,0.0744,0.0849,0.0645,0.0981,-0.126,0.1,1.866,0.107,0,17.990799,0.003109,18.302065,0.016896,17.454956,0.014933,0.847109
14.7264,97.2145079320478,-31.4729915703099,97.21450289295,-31.47297861031,0.1162,0.1427,0.1487,0.1632,-0.967,0.162,2.916,0.178,0,18.970263,0.003435,19.304436,0.031497,18.514498,0.020886,0.789938
14.7276,97.3238732962959,-31.5197898095522,97.32387161228,-31.51977834733,0.0495,0.053,0.1515,0.0643,-0.323,0.067,2.579,0.068,0,17.394545,0.002869,17.679438,0.009067,16.955763,0.008321,0.723675
14.7298,97.6811699792343,-31.3035780382255,97.68117323548,-31.30357468267,0.1195,0.1333,0.335,0.165,0.626,0.172,0.755,0.169,0,18.688704,0.003473,19.26462,0.0307,17.851542,0.021037,1.413078
14.73,97.4435245717594,-31.0399897132278,97.44352628354,-31.03998241545,0.059,0.0646,0.1535,0.075,0.33,0.082,1.642,0.077,0,17.617014,0.002884,18.095749,0.012014,16.990719,0.007034,1.10503
14.7304,97.6174674627808,-31.1268224170055,97.6174708064,-31.12681454145,0.4877,0.529,0.42,0.6314,0.644,0.68,1.772,0.64,0,20.495199,0.007111,20.707893,0.098031,20.121878,0.095432,0.586016
14.7328,97.6661236288988,-31.2010546335298,97.66616895902,-31.20107145576,0.1403,0.17,0.256,0.2101,8.724,0.211,-3.785,0.216,0,19.02751,0.003506,19.800388,0.05044,18.200481,0.01673,1.599907
14.7361,97.2120016294957,-31.4714648183276,97.2120088467,-31.47144952055,0.0742,0.0874,0.2038,0.1011,1.385,0.102,3.442,0.111,0,18.266857,0.003032,18.670704,0.013899,17.734222,0.012847,0.936481
14.7396,97.49475667027,-31.05159025359,97.49475667027,-31.05159025359,2.2132,2.1516,,,,,,,0,21.051378,0.027742,21.244728,0.337392,19.778866,0.153379,1.465862
14.7431,97.6260717621748,-31.428430389859,97.62604841209,-31.42839667875,0.0597,0.0633,0.957,0.0756,-4.483,0.079,7.585,0.079,0,17.662552,0.002942,18.479858,0.016067,16.771765,0.009008,1.708094
14.7455,97.5633977275534,-31.0828588182411,97.56339544934,-31.08284194713,0.1243,0.1363,0.3666,0.1619,-0.439,0.17,3.796,0.167,0,18.836304,0.003548,19.251211,0.031996,18.316219,0.025221,0.934992
14.7456,97.53254488465,-31.06619235414,97.53254488465,-31.06619235414,4.7478,7.4177,,,,,,,0,21.105793,0.026023,20.784721,0.295221,20.202785,0.095974,0.581936
14.7471,97.1090134775019,-31.2558363269102,97.10906920079,-31.2558569847,0.0813,0.0952,0.5999,0.1087,10.718,0.109,-4.648,0.116,0,18.284163,0.003065,19.011925,0.024506,17.466213,0.0091,1.545712
14.7492,97.6115480217771,-31.1203391043912,97.61156402229,-31.12034664217,0.3129,0.2989,0.6162,0.3816,3.082,0.426,-1.696,0.365,0,19.885561,0.005372,20.6845,0.11772,18.965111,0.065263,1.719389
14.7516,97.6706118323264,-31.3526293108724,97.67064046163,-31.35263147532,0.0756,0.0867,0.3939,0.1064,5.501,0.111,-0.487,0.114,0,18.166893,0.003013,18.593267,0.020767,17.60721,0.016342,0.986057
14.753,97.3708753482209,-31.5269868255065,97.3708681528,-31.52696415884,0.2802,0.3259,-0.6273,0.3859,-1.38,0.379,5.1,0.409,0,20.061575,0.005409,20.595522,0.088201,19.241493,0.052202,1.354029
14.7548,97.6036315467465,-31.1127696066466,97.60362849952,-31.11275189998,0.3292,0.365,-0.3815,0.4292,-0.587,0.457,3.984,0.447,0,20.063295,0.00536,20.589634,0.078763,19.260368,0.05296,1.329266
14.759,97.63359521017,-31.4197489319,97.63359521017,-31.4197489319,2.5057,2.6651,,,,,,,0,21.013563,0.020419,21.898582,0.584362,19.63484,0.134567,2.263742
14.7618,97.16124733022,-31.13854947468,97.16124733022,-31.13854947468,1.1557,1.1935,,,,,,,0,20.990059,0.017728,20.862511,0.35654,19.642792,0.137938,1.219719
14.765,97.4713734615934,-31.519276036553,97.47136396755,-31.51923854322,0.0387,0.0412,0.7717,0.0482,-1.821,0.051,8.436,0.051,0,16.936045,0.002832,17.53326,0.008923,16.173702,0.006567,1.359558
14.7677,97.6154153955829,-31.1237315114255,97.61541983456,-31.12372303587,0.0917,0.0995,0.927,0.1157,0.855,0.131,1.907,0.129,0,18.275183,0.003088,19.273891,0.045498,17.291454,0.014261,1.982437
14.7683,97.6489125099336,-31.3983712768887,97.64891974234,-31.398351548,0.9468,0.8231,-0.5242,1.2075,1.389,1.201,4.439,1.087,0,20.772449,0.013417,21.097185,0.266383,19.729816,0.079751,1.367369
14.7733,97.3003850007959,-31.5145606707027,97.30037269722,-31.51454081737,0.5444,0.6287,-0.4274,0.7935,-2.36,0.757,4.467,0.762,0,20.652405,0.00867,21.324598,0.119703,19.790142,0.098499,1.534456
14.7737,97.1101133432483,-31.2455006102322,97.11011455969,-31.24550126801,0.0347,0.0405,0.748,0.0459,0.234,0.045,-0.148,0.049,0,16.744379,0.002815,17.267611,0.007024,16.07263,0.005185,1.194981
14.7756,97.6099930335701,-31.4460718476878,97.61000968334,-31.4460723588,0.249,0.2964,0.98,0.3396,3.196,0.324,-0.115,0.362,0,19.921907,0.004724,20.607939,0.097672,18.914434,0.035254,1.693504
14.7763,97.54269030023,-31.07056206825,97.54269030023,-31.07056206825,4.0401,4.3838,,,,,,,0,21.454121,0.02407,20.817478,0.187586,19.408285,0.077578,1.409193
14.7786,97.6470144383094,-31.1626916153488,97.64701025201,-31.16267788646,0.0877,0.0963,0.0963,0.1135,-0.806,0.124,3.089,0.123,0,18.278049,0.003094,18.635111,0.019319,17.793478,0.013087,0.841633
14.7794,97.4738077356902,-31.5189150475333,97.47380677117,-31.5189055142,0.2811,0.3435,1.37,0.3881,-0.185,0.379,2.145,0.416,0,20.012449,0.005231,21.011333,0.141215,18.963377,0.037258,2.047956
14.7843,97.1117304752966,-31.2363356405422,97.11173347972,-31.23631921832,0.6366,0.7155,-0.5916,0.9155,0.578,0.9,3.695,0.815,0,20.620358,0.008667,20.718622,0.170795,19.898001,0.096499,0.820621
14.7867,97.6455179633433,-31.1601609601928,97.64553849436,-31.16016331575,1.4199,1.4529,0.1156,2.1472,3.953,1.291,-0.53,1.452,0,20.882984,0.01226,21.639084,0.30439,19.729872,0.090846,1.909212
14.7906,97.2300401714451,-31.0798168290276,97.23004655439,-31.07982741125,0.1203,0.1322,0.2624,0.1594,1.23,0.176,-2.381,0.172,0,18.947016,0.003388,19.552441,0.037627,18.211493,0.016224,1.340948
14.7961,97.1978315042565,-31.1020286456956,97.19783257352,-31.10204249014,0.2916,0.3391,0.3399,0.4031,0.206,0.408,-3.115,0.406,0,20.043493,0.005246,21.068323,0.112451,18.900181,0.036555,2.168142
14.7962,97.3261035267724,-31.042520220523,97.32609389386,-31.04249472719,0.2085,0.237,0.0703,0.2883,-1.857,0.31,5.736,0.283,0,19.651512,0.00446,20.300428,0.066192,19.149315,0.052965,1.151114
14.7975,97.5483095899804,-31.0730860017133,97.54831419264,-31.07309450838,0.2864,0.3604,0.2374,0.4217,0.887,0.391,-1.914,0.409,0,19.917496,0.005271,20.361874,0.074952,19.509415,0.066571,0.852459
14.7981,97.6320880953371,-31.4227961689454,97.63209348069,-31.42277589339,0.1247,0.1348,0.4819,0.1598,1.034,0.167,4.562,0.166,0,18.772234,0.003328,19.484144,0.044831,17.975655,0.015143,1.50849
14.7987,97.1303338918618,-31.3805850493955,97.13033105463,-31.38055537384,0.4692,0.7823,-0.9465,0.677,-0.545,0.654,6.677,1.099,0,20.474165,0.00684,21.369486,0.151265,19.601166,0.078296,1.76832
14.7999,97.6805014376696,-31.2459195677531,97.68047089653,-31.24588998109,0.3784,0.4529,-0.0727,0.5588,-5.875,0.553,6.657,0.587,0,20.297102,0.005996,21.621338,0.143068,19.12715,0.036607,2.494188
14.8014,97.4714118336841,-31.5197883191235,97.47144025862,-31.51984945246,0.1039,0.1084,1.1124,0.1308,5.452,0.141,-13.755,0.136,0,18.598358,0.003258,19.377937,0.14246,17.673763,0.037416,1.704174
14.8037,97.6695295400903,-31.3586072224888,97.66952429374,-31.3585960136,0.1515,0.1731,0.3496,0.2243,-1.008,0.22,2.522,0.233,0,19.155844,0.003646,19.633026,0.051289,18.579281,0.030054,1.053745
14.8052,97.4312401825532,-31.5267947972877,97.43124425995,-31.52675057951,0.0078,0.0088,0.6065,0.0102,0.782,0.01,9.949,0.011,0,12.334454,0.002761,12.968232,0.00286,11.573598,0.003791,1.394634
14.8067,97.1470505964211,-31.1557053168706,97.1470616223,-31.15568716576,1.0471,1.248,0.8374,1.3625,2.123,1.411,4.084,1.412,0,20.844419,0.012948,21.356329,0.253939,19.842335,0.107328,1.513994
14.8084,97.6002891730519,-31.4557303276506,97.60027786192,-31.45570485654,0.3249,0.3622,-0.0092,0.4777,-2.171,0.43,5.731,0.445,0,20.116547,0.00521,20.952435,0.091442,19.324484,0.045974,1.627951
14.8136,97.41488254118,-31.03563825549,97.41488254118,-31.03563825549,1.879,3.843,,,,,,,0,20.918886,0.015434,21.355934,0.210022,19.865162,0.087038,1.490772
14.8166,97.4173789689304,-31.0357592852766,97.41738130826,-31.03574465861,0.2811,0.3101,0.3153,0.3825,0.451,0.408,3.291,0.342,0,19.934175,0.004914,20.595881,0.080159,19.088184,0.034145,1.507696
14.8177,97.1063510959673,-31.2704817527743,97.10635770497,-31.27047078833,0.595,0.7257,0.4733,0.8415,1.271,0.928,2.467,0.939,0,20.629503,0.009172,20.854761,0.112619,19.928698,0.086601,0.926064
14.8193,97.1980173619038,-31.4628353094433,97.19801271414,-31.46282105611,0.6477,0.6038,0.2027,0.8393,-0.892,0.825,3.207,0.836,0,20.463835,0.01862,19.393522,0.343829,17.072315,0.214503,2.321207
14.8214,97.6509930322152,-31.3969075822511,97.65099638021,-31.39689703114,0.0981,0.1045,-0.028,0.1251,0.643,0.134,2.374,0.13,0,18.481249,0.003102,18.818029,0.024742,17.976934,0.02092,0.841095
14.8221,97.5765962389747,-31.4742744837032,97.57659093404,-31.47427443037,0.3968,0.4672,-1.187,0.5709,-1.018,0.524,0.012,0.569,0,20.366056,0.006835,20.773172,0.098209,19.773371,0.082639,0.999802
14.825,97.4259283918488,-31.0362914847755,97.42592930995,-31.03628292922,0.4711,0.4776,0.254,0.6196,0.177,0.691,1.925,0.532,0,20.461123,0.007199,20.710793,0.119183,19.991932,0.087812,0.718861
14.8285,97.64955560717,-31.39946329573,97.64955560717,-31.39946329573,1.3902,1.7447,,,,,,,0,20.942026,0.015701,20.905582,0.095177,20.38138,0.145872,0.524202
14.8327,97.3405788476335,-31.5247637594964,97.34057102671,-31.52475213283,0.1027,0.1091,0.1955,0.1332,-1.5,0.138,2.616,0.138,0,18.614943,0.003134,18.945631,0.020544,18.145403,0.017049,0.800228
14.8361,97.6698948158336,-31.2049830448644,97.66984102435,-31.20496676932,0.1252,0.1442,1.383,0.1738,-10.352,0.181,3.662,0.184,0,18.892839,0.003342,20.021938,0.058176,17.860273,0.014639,2.161665
14.8367,97.2518670572516,-31.4969279066842,97.25185922302,-31.49692274224,0.2639,0.3059,-0.1954,0.3572,-1.503,0.348,1.162,0.381,0,19.893703,0.004922,20.494616,0.065727,19.225618,0.034337,1.268997
14.8397,97.2894812279752,-31.5123078385489,97.28948069101,-31.51228982966,0.4018,0.4639,0.2559,0.5322,-0.103,0.546,4.052,0.572,0,20.383598,0.006838,20.780455,0.14173,19.409054,0.080799,1.371401
14.8426,97.1477396255384,-31.4108352426611,97.14774018796,-31.41079757155,0.1783,0.2068,-0.0175,0.2482,0.108,0.259,8.476,0.246,0,19.465454,0.003894,20.321234,0.050053,18.615919,0.021558,1.705315
14.8445,97.1591805541815,-31.4256403788966,97.15915631415,-31.42563645001,0.9942,1.3593,0.7609,1.4918,-4.654,1.362,0.884,1.942,0,20.887913,0.011855,21.440718,0.235148,19.61932,0.091417,1.821398
14.846,97.2559530818333,-31.4990609067854,97.25594764518,-31.49904671123,0.1867,0.212,-0.6522,0.2534,-1.043,0.246,3.194,0.27,0,19.472313,0.004533,19.958935,0.044398,18.646898,0.021884,1.312037
14.8508,97.1198179662365,-31.3593959605676,97.11981041934,-31.35938346279,0.4997,0.6049,0.542,0.7032,-1.45,0.602,2.812,0.764,0,20.482971,0.006981,21.006355,0.106521,19.673618,0.056554,1.332737
14.8515,97.5516309943619,-31.4902276649417,97.55164286735,-31.49023952272,0.2967,0.3614,-0.149,0.4078,2.278,0.371,-2.668,0.403,0,20.137985,0.005824,20.467402,0.072061,19.629305,0.061664,0.838097
14.8519,97.6119178456722,-31.1180800490082,97.61188543009,-31.11806598679,0.0093,0.0101,4.5726,0.0121,-6.244,0.013,3.164,0.013,0,10.826797,0.002771,11.093844,0.002895,10.403763,0.003818,0.690082
14.8524,97.1085327761163,-31.3189502632436,97.1085471975,-31.3189343388,0.0264,0.0313,0.5557,0.0357,2.772,0.037,3.583,0.041,0,16.302588,0.002811,16.670502,0.004777,15.716038,0.004636,0.954464
14.853,97.1508183446185,-31.1490222444455,97.15081510408,-31.14901508889,0.4135,0.4924,0.2385,0.5916,-0.624,0.546,1.61,0.563,0,20.456333,0.00676,20.510073,0.138869,19.957878,0.098371,0.552195
14.8585,97.1175296301267,-31.2106236052788,97.11764588216,-31.21053537422,0.0149,0.017,1.1237,0.0196,22.371,0.02,19.852,0.021,0,14.967145,0.002766,15.33221,0.003237,14.431707,0.003923,0.900502
14.8628,97.2803559501006,-31.0544710941944,97.28035816019,-31.05448108975,0.1585,0.1828,0.5588,0.2192,0.426,0.226,-2.249,0.228,0,19.243984,0.003772,19.981018,0.044711,18.463417,0.02129,1.517601
14.8647,97.1175350176795,-31.3539609227488,97.11753052103,-31.35398111386,0.2446,0.2858,0.2524,0.3343,-0.864,0.335,-4.543,0.342,0,19.867321,0.004548,20.67234,0.07005,19.054262,0.030828,1.618078
14.8661,97.196777537733,-31.4629113493922,97.1967744948,-31.46290204717,0.0085,0.01,0.208,0.0114,-0.584,0.012,2.093,0.014,0,11.690161,0.002928,12.681604,0.004788,10.710223,0.004426,1.971381
14.8663,97.4791830721042,-31.5190734710033,97.47918556422,-31.51906845767,0.2273,0.2507,0.332,0.297,0.478,0.296,1.128,0.31,0,19.803745,0.004675,20.168242,0.052031,19.29719,0.041828,0.871052
14.8665,97.1250282561391,-31.1919219529156,97.1250270248,-31.19190271736,0.1109,0.1337,0.5095,0.1493,-0.237,0.157,4.328,0.17,0,18.747801,0.003323,19.372601,0.037782,18.062939,0.02238,1.309662
14.8666,97.4743971157202,-31.0436729731309,97.4744044196,-31.04366602202,0.707,0.7379,1.8663,0.9361,1.408,0.783,1.564,0.872,0,20.731356,0.010319,21.371691,0.178105,19.673008,0.082561,1.698683
14.8668,97.2496308010911,-31.0676661016922,97.24962718974,-31.06764391947,0.0158,0.0181,0.6772,0.0211,-0.696,0.022,4.991,0.023,0,14.85797,0.002764,15.206102,0.003154,14.335573,0.003899,0.870529
14.8677,97.2406274347017,-31.4917003021119,97.2406531825,-31.49180545767,0.1257,0.1408,1.7947,0.1716,4.94,0.17,-23.66,0.185,0,18.908146,0.003451,20.266371,0.069348,17.797302,0.01192,2.469069
14.8695,97.1068801443752,-31.2542596632988,97.10687580845,-31.25425549441,0.1517,0.1719,0.06,0.2005,-0.834,0.211,0.938,0.208,0,19.151257,0.003675,19.477432,0.031993,18.646643,0.02209,0.83079
